Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
1,84810,11,3,107.1,8.5,uniform,28,74,9.84,9.84,9.84,335.36,12.17,100.0,10.62,10.62,10.62,388.23,16.56,100.0,13.16,13.16,13.16,550.04,0.02,100.0,7.35,7.35,QPSO,25.27,25.27,QPSO
2,12395,19,7,71.6,8.5,uniform,41,78,16.16,16.16,16.16,671.03,28.91,100.0,16.81,16.81,16.81,711.64,38.36,100.0,19.88,19.88,19.88,872.62,0.0,100.0,3.84,3.84,QPSO,18.71,18.71,QPSO
3,4478,18,5,105.8,8.5,rush_hour,43,57,23.61,23.61,23.61,568.17,18.34,100.0,27.17,27.17,27.17,680.65,12.62,100.0,26.3,26.3,26.3,683.76,0.01,100.0,13.12,13.12,QPSO,10.24,10.24,QPSO
4,1851,12,4,87.0,8.5,rush_hour,28,45,17.3,17.3,17.3,398.04,11.41,100.0,17.3,17.3,17.3,398.04,9.66,100.0,20.0,20.0,20.0,446.86,0.0,100.0,-0.0,0.0,Tie,13.49,13.49,QPSO
5,50797,11,5,112.4,9.0,uniform,39,74,8.43,8.43,8.43,350.02,20.17,100.0,8.78,8.78,8.78,372.85,16.91,100.0,11.4,11.4,11.4,451.22,0.01,100.0,4.04,4.04,QPSO,26.08,26.08,QPSO
6,17361,16,5,97.6,17.5,uniform,27,42,13.3,13.3,13.3,588.8,11.15,100.0,14.86,14.86,14.86,607.9,8.39,100.0,18.27,18.27,18.27,725.53,0.02,100.0,10.45,10.45,QPSO,27.19,27.19,QPSO
7,87673,13,3,119.3,8.0,rush_hour,33,69,14.03,14.03,14.03,397.0,25.19,100.0,15.36,15.36,15.36,459.97,16.98,100.0,14.25,14.25,14.25,433.14,0.01,100.0,8.63,8.63,QPSO,1.51,1.51,QPSO
8,84320,15,5,88.5,18.0,rush_hour,45,44,12.24,12.24,12.24,535.12,21.89,100.0,13.89,13.89,13.89,568.63,15.88,100.0,15.63,15.63,15.63,649.41,0.01,100.0,11.92,11.92,QPSO,21.74,21.74,QPSO
9,80840,20,6,96.7,8.5,rush_hour,37,57,26.11,26.11,26.11,562.92,28.26,100.0,29.72,29.72,29.72,654.24,17.29,100.0,30.89,30.89,30.89,703.62,0.01,100.0,12.15,12.15,QPSO,15.48,15.48,QPSO
10,84886,18,5,104.2,8.5,uniform,35,65,13.37,13.37,13.37,503.68,37.97,100.0,15.58,15.58,15.58,587.37,21.32,100.0,17.21,17.21,17.21,634.24,0.02,100.0,14.2,14.2,QPSO,22.32,22.32,QPSO
11,36093,11,5,115.7,18.0,rush_hour,31,71,10.47,10.47,10.47,456.99,40.72,100.0,10.19,10.19,10.19,452.77,29.68,100.0,15.42,15.42,15.42,596.22,0.01,100.0,-2.78,-2.78,Classical PSO,32.07,32.07,QPSO
12,52856,20,7,77.1,8.5,incident,42,74,20.18,20.18,20.18,881.07,43.0,100.0,20.42,20.42,20.42,811.97,33.66,100.0,23.96,23.96,23.96,1042.42,0.01,100.0,1.16,1.16,QPSO,15.76,15.76,QPSO
13,35438,19,5,114.9,9.0,uniform,29,72,16.77,16.77,16.77,698.25,42.36,100.0,18.21,18.21,18.21,761.53,33.32,100.0,19.92,19.92,19.92,819.18,0.01,100.0,7.94,7.94,QPSO,15.85,15.85,QPSO
14,65686,11,3,113.1,18.0,uniform,38,78,11.43,11.43,11.43,461.38,28.01,100.0,12.25,12.25,12.25,485.94,24.93,100.0,14.43,14.43,14.43,585.56,0.0,100.0,6.67,6.67,QPSO,20.76,20.76,QPSO
15,9326,16,5,99.8,17.5,rush_hour,42,40,12.86,12.86,12.86,533.11,18.78,100.0,13.82,13.82,13.82,600.23,11.35,100.0,16.63,16.63,16.63,737.67,0.02,100.0,6.98,6.98,QPSO,22.69,22.69,QPSO
16,90166,11,4,108.4,8.0,rush_hour,38,50,13.99,13.99,13.99,355.0,18.91,100.0,13.99,13.99,13.99,355.0,12.07,100.0,16.69,16.69,16.69,420.38,0.0,100.0,-0.0,-0.0,Tie,16.21,16.21,QPSO
17,60470,10,3,118.6,17.5,uniform,45,59,7.67,7.67,7.67,359.4,25.19,100.0,7.58,7.58,7.58,335.65,17.18,100.0,11.95,11.95,11.95,612.92,0.0,100.0,-1.28,-1.28,Classical PSO,35.81,35.81,QPSO
18,84748,18,6,77.6,17.5,incident,25,78,17.36,17.36,17.36,750.54,36.42,100.0,20.77,20.77,20.77,851.45,22.63,100.0,22.93,22.93,22.93,849.29,0.02,100.0,16.44,16.44,QPSO,24.3,24.3,QPSO
19,43487,17,6,75.6,9.0,uniform,26,55,15.18,15.18,15.18,666.16,21.51,100.0,16.79,16.79,16.79,662.49,16.74,100.0,18.44,18.44,18.44,823.5,0.01,100.0,9.59,9.59,QPSO,17.68,17.68,QPSO
20,75364,11,3,106.6,17.5,uniform,29,70,10.47,10.47,10.47,393.57,29.36,100.0,9.91,9.91,9.91,382.98,19.26,100.0,13.38,13.38,13.38,473.68,0.0,100.0,-5.68,-5.68,Classical PSO,21.75,21.75,QPSO
21,73063,12,5,96.4,8.5,incident,31,59,9.91,9.91,9.91,413.25,16.83,100.0,9.66,9.66,9.66,398.42,20.65,100.0,14.18,14.18,14.18,607.93,0.01,100.0,-2.64,-2.64,Classical PSO,30.1,30.1,QPSO
22,53296,20,6,91.9,8.0,uniform,32,44,16.19,16.19,16.19,636.46,13.65,100.0,19.8,19.8,19.8,802.9,10.99,100.0,17.46,17.46,17.46,735.92,0.01,100.0,18.22,18.22,QPSO,7.24,7.24,QPSO
23,45313,10,3,99.4,8.0,incident,45,43,8.76,8.76,8.76,331.3,12.3,100.0,8.76,8.76,8.76,331.3,8.66,100.0,11.56,11.56,11.56,449.08,0.01,100.0,-0.0,0.0,Tie,24.22,24.22,QPSO
24,31007,11,3,113.0,17.5,uniform,33,71,7.46,7.46,7.46,317.83,18.46,100.0,7.28,7.28,7.28,293.63,13.96,100.0,9.06,9.06,9.06,383.55,0.0,100.0,-2.53,-2.53,Classical PSO,17.68,17.68,QPSO
25,29080,18,5,106.2,8.5,rush_hour,38,52,24.45,24.45,24.45,569.36,17.64,100.0,26.67,26.67,26.67,644.75,11.35,100.0,25.85,25.85,25.85,611.83,0.01,100.0,8.32,8.32,QPSO,5.39,5.39,QPSO
26,13363,11,5,87.7,13.0,incident,26,46,11.29,11.29,11.29,470.38,13.12,100.0,11.71,11.71,11.71,473.8,8.79,100.0,12.85,12.85,12.85,555.5,0.01,100.0,3.58,3.58,QPSO,12.11,12.11,QPSO
27,8944,16,4,110.0,8.5,uniform,31,74,11.9,11.9,11.9,520.8,35.34,100.0,13.97,13.97,13.97,592.77,23.36,100.0,13.6,13.6,13.6,590.0,0.01,100.0,14.79,14.79,QPSO,12.45,12.45,QPSO
28,59800,12,5,79.2,8.5,uniform,39,75,9.78,9.78,9.78,407.38,29.41,100.0,9.46,9.46,9.46,372.07,20.83,100.0,15.86,15.86,15.86,616.69,0.0,100.0,-3.34,-3.34,Classical PSO,38.35,38.35,QPSO
29,13833,10,3,118.4,8.5,rush_hour,40,70,13.37,13.37,13.37,351.24,25.99,100.0,16.31,16.31,16.31,435.21,24.07,100.0,16.04,16.04,16.04,485.42,0.04,100.0,17.99,17.99,QPSO,16.61,16.61,QPSO
30,29016,16,6,78.2,13.0,rush_hour,39,58,12.71,12.71,12.71,599.78,31.2,100.0,13.82,13.82,13.82,693.81,25.49,100.0,13.03,13.03,13.03,660.22,0.01,100.0,8.08,8.08,QPSO,2.45,2.45,QPSO
31,56444,18,6,77.7,8.5,uniform,43,74,19.9,19.9,19.9,729.03,44.99,100.0,19.95,19.95,19.95,734.52,40.55,100.0,24.54,24.54,24.54,945.95,0.01,100.0,0.24,0.24,QPSO,18.9,18.9,QPSO
32,8989,15,6,72.5,17.5,incident,30,43,13.95,13.95,13.95,574.64,18.93,100.0,14.02,14.02,14.02,579.79,11.53,100.0,17.4,17.4,17.4,734.53,0.02,100.0,0.52,0.52,QPSO,19.81,19.81,QPSO
33,67562,11,4,73.4,18.0,uniform,37,47,9.71,9.71,9.71,386.86,29.73,100.0,9.71,9.71,9.71,403.21,12.95,100.0,10.87,10.87,10.87,444.04,0.06,100.0,0.02,0.02,QPSO,10.66,10.66,QPSO
34,75668,13,5,101.0,18.0,incident,43,73,10.56,10.56,10.56,381.45,33.75,100.0,11.18,11.18,11.18,387.2,25.08,100.0,15.15,15.15,15.15,535.4,0.0,100.0,5.58,5.58,QPSO,30.34,30.34,QPSO
35,42467,14,5,103.5,8.5,rush_hour,37,48,18.44,18.44,18.44,469.73,18.72,100.0,18.65,18.65,18.65,482.93,14.46,100.0,18.91,18.91,18.91,476.35,0.0,100.0,1.08,1.08,QPSO,2.48,2.48,QPSO
36,89039,20,6,92.9,8.0,rush_hour,44,76,29.26,29.26,29.26,838.05,48.59,100.0,31.0,31.0,31.0,949.34,26.17,100.0,33.12,33.12,33.12,938.18,0.01,100.0,5.61,5.61,QPSO,11.65,11.65,QPSO
37,14104,11,3,95.3,9.0,uniform,32,63,12.1,12.1,12.1,461.68,24.36,100.0,12.38,12.38,12.38,488.41,17.65,100.0,37431.19,37431.19,14.17,515.47,0.01,0.0,2.26,2.26,QPSO,99.97,14.57,QPSO
38,38353,12,5,111.7,9.0,incident,45,73,10.75,10.75,10.75,427.39,31.27,100.0,11.56,11.56,11.56,461.65,20.15,100.0,12.56,12.56,12.56,490.26,0.0,100.0,7.03,7.03,QPSO,14.45,14.45,QPSO
39,2025,20,5,116.6,8.5,rush_hour,28,46,22.66,22.66,22.66,662.17,25.51,100.0,29.27,29.27,29.27,718.53,13.89,100.0,26.03,26.03,26.03,736.03,0.01,100.0,22.58,22.58,QPSO,12.93,12.93,QPSO
40,98310,18,6,83.6,18.0,rush_hour,31,80,11.53,11.53,11.53,534.39,42.54,100.0,12.69,12.69,12.69,565.3,26.82,100.0,14.95,14.95,14.95,683.43,0.01,100.0,9.16,9.16,QPSO,22.9,22.9,QPSO
41,35600,18,6,82.6,8.0,incident,38,57,15.19,15.19,15.19,706.86,15.48,100.0,15.19,15.19,15.19,707.03,15.36,100.0,18.79,18.79,18.79,828.77,0.01,100.0,0.05,0.05,QPSO,19.17,19.17,QPSO
42,6778,10,5,108.6,9.0,uniform,39,75,9.19,9.19,9.19,378.24,16.08,100.0,9.63,9.63,9.63,409.94,14.14,100.0,12.58,12.58,12.58,545.87,0.01,100.0,4.53,4.53,QPSO,26.91,26.91,QPSO
43,93493,16,6,75.6,17.5,uniform,36,77,15.81,15.81,15.81,590.0,20.75,100.0,17.19,17.19,17.19,607.32,15.01,100.0,18.09,18.09,18.09,721.36,0.01,100.0,7.98,7.98,QPSO,12.58,12.58,QPSO
44,73420,12,5,76.4,9.0,uniform,36,53,11.11,11.11,11.11,504.25,14.69,100.0,11.11,11.11,11.11,504.25,10.06,100.0,13.68,13.68,13.68,609.43,0.01,100.0,0.0,0.0,Tie,18.82,18.82,QPSO
45,90399,13,5,87.7,17.5,incident,29,55,12.5,12.5,12.5,469.5,12.46,100.0,12.34,12.34,12.34,468.99,9.86,100.0,15.78,15.78,15.78,582.57,0.0,100.0,-1.33,-1.33,Classical PSO,20.78,20.78,QPSO
46,22299,12,5,71.2,13.0,incident,32,57,10.39,10.39,10.39,414.92,14.88,100.0,10.85,10.85,10.85,425.36,12.35,100.0,11.7,11.7,11.7,474.88,0.01,100.0,4.25,4.25,QPSO,11.2,11.2,QPSO
47,21866,11,4,113.6,8.5,uniform,39,62,7.72,7.72,7.72,321.77,24.13,100.0,7.72,7.72,7.72,321.77,19.26,100.0,10.36,10.36,10.36,447.86,0.0,100.0,0.0,0.0,Tie,25.52,25.52,QPSO
48,41001,13,5,71.2,13.0,rush_hour,33,44,14.26,14.26,14.26,547.07,15.66,100.0,14.6,14.6,14.6,563.73,9.9,100.0,17.93,17.93,17.93,720.91,0.01,100.0,2.36,2.36,QPSO,20.47,20.47,QPSO
49,37585,15,5,104.0,8.0,uniform,33,51,12.46,12.46,12.46,473.21,19.53,100.0,14.12,14.12,14.12,598.67,10.75,100.0,17.7,17.7,17.7,698.61,0.01,100.0,11.74,11.74,QPSO,29.6,29.6,QPSO
50,77099,14,5,75.4,9.0,incident,35,67,12.55,12.55,12.55,591.05,26.5,100.0,12.66,12.66,12.66,542.41,14.19,100.0,16.09,16.09,16.09,712.24,0.01,100.0,0.85,0.85,QPSO,21.99,21.99,QPSO
51,80457,18,6,89.3,9.0,uniform,38,40,18.69,18.69,18.69,792.62,19.27,100.0,18.18,18.18,18.18,713.64,10.24,100.0,22.39,22.39,22.39,929.93,0.01,100.0,-2.82,-2.82,Classical PSO,16.55,16.55,QPSO
52,69146,18,6,88.2,18.0,rush_hour,44,60,14.56,14.56,14.56,596.94,30.25,100.0,15.83,15.83,15.83,673.44,19.53,100.0,15.97,15.97,15.97,623.84,0.01,100.0,8.05,8.05,QPSO,8.82,8.82,QPSO
53,87951,11,5,95.4,13.0,rush_hour,37,58,12.13,12.13,12.13,549.67,20.76,100.0,11.99,11.99,11.99,541.16,16.93,100.0,16.95,16.95,16.95,743.32,0.0,100.0,-1.18,-1.18,Classical PSO,28.41,28.41,QPSO
54,73667,12,5,91.0,18.0,incident,30,79,11.76,11.76,11.76,444.93,25.42,100.0,12.7,12.7,12.7,473.22,19.13,100.0,13.08,13.08,13.08,557.45,0.0,100.0,7.43,7.43,QPSO,10.12,10.12,QPSO
55,75593,14,4,97.4,9.0,rush_hour,31,67,18.55,18.55,18.55,473.14,26.9,100.0,17.1,17.1,17.1,437.54,18.74,100.0,21.75,21.75,21.75,616.09,0.01,100.0,-8.48,-8.48,Classical PSO,14.73,14.73,QPSO
56,77019,19,6,93.2,18.0,uniform,41,70,14.48,14.48,14.48,605.62,36.67,100.0,15.83,15.83,15.83,692.9,19.32,100.0,19.03,19.03,19.03,828.55,0.01,100.0,8.52,8.52,QPSO,23.94,23.94,QPSO
57,97463,12,5,84.2,8.0,uniform,34,54,9.98,9.98,9.98,387.11,19.13,100.0,9.72,9.72,9.72,388.77,11.37,100.0,13.82,13.82,13.82,552.19,0.0,100.0,-2.62,-2.62,Classical PSO,27.79,27.79,QPSO
58,27100,12,5,72.3,17.5,uniform,39,66,12.73,12.73,12.73,534.54,22.13,100.0,12.73,12.73,12.73,534.54,18.37,100.0,15.83,15.83,15.83,693.26,0.01,100.0,-0.0,0.0,Tie,19.55,19.55,QPSO
59,83544,19,5,105.9,13.0,rush_hour,32,49,14.05,14.05,14.05,604.91,20.97,100.0,15.03,15.03,15.03,647.6,12.05,100.0,17.38,17.38,17.38,697.17,0.01,100.0,6.56,6.56,QPSO,19.18,19.18,QPSO
60,86990,10,3,108.9,8.5,incident,41,69,9.26,9.26,9.26,360.62,27.14,100.0,11.3,11.3,11.3,487.13,24.0,100.0,12.37,12.37,12.37,466.13,0.0,100.0,18.07,18.07,QPSO,25.17,25.17,QPSO
61,7582,18,4,115.9,13.0,uniform,39,73,15.27,15.27,15.27,650.88,24.33,100.0,15.95,15.95,15.95,648.88,21.58,100.0,20.17,20.17,20.17,870.73,0.01,100.0,4.26,4.26,QPSO,24.3,24.3,QPSO
62,74259,19,5,117.5,17.5,incident,41,67,15.98,15.98,15.98,568.78,29.73,100.0,18.84,18.84,18.84,718.77,14.57,100.0,20.92,20.92,20.92,791.46,0.01,100.0,15.19,15.19,QPSO,23.6,23.6,QPSO
63,72810,17,5,107.2,13.0,rush_hour,32,80,10.67,10.67,10.67,484.47,34.9,100.0,10.67,10.67,10.67,484.47,25.63,100.0,14.95,14.95,14.95,651.15,0.01,100.0,-0.0,-0.0,Tie,28.65,28.65,QPSO
64,37347,18,5,101.3,13.0,uniform,34,55,15.67,15.67,15.67,611.17,30.02,100.0,15.41,15.41,15.41,606.48,20.32,100.0,18.68,18.68,18.68,726.86,0.01,100.0,-1.68,-1.68,Classical PSO,16.11,16.11,QPSO
65,36614,15,4,114.7,8.5,uniform,32,64,11.09,11.09,11.09,435.45,32.95,100.0,11.05,11.05,11.05,426.57,20.78,100.0,14.66,14.66,14.66,570.7,0.01,100.0,-0.37,-0.37,Classical PSO,24.35,24.35,QPSO
66,91957,12,5,73.2,9.0,incident,39,66,15.02,15.02,15.02,506.99,31.73,100.0,15.13,15.13,15.13,510.81,32.48,100.0,22.43,22.43,22.43,884.02,0.0,100.0,0.71,0.71,QPSO,33.03,33.03,QPSO
67,9161,13,4,89.5,17.5,rush_hour,40,40,10.58,10.58,10.58,438.49,19.19,100.0,12.1,12.1,12.1,524.52,18.53,100.0,11.17,11.17,11.17,455.09,0.01,100.0,12.55,12.55,QPSO,5.24,5.24,QPSO
68,47105,14,5,112.7,17.5,incident,42,78,13.0,13.0,13.0,482.1,35.81,100.0,14.16,14.16,14.16,558.99,23.97,100.0,16.77,16.77,16.77,617.44,0.01,100.0,8.16,8.16,QPSO,22.48,22.48,QPSO
69,29906,17,6,83.6,8.0,rush_hour,35,65,21.92,21.92,21.92,656.91,35.2,100.0,22.63,22.63,22.63,723.65,30.66,100.0,25.08,25.08,25.08,781.94,0.01,100.0,3.13,3.13,QPSO,12.61,12.61,QPSO
70,95919,12,5,116.0,17.5,uniform,37,77,10.36,10.36,10.36,478.36,34.51,100.0,10.15,10.15,10.15,412.3,19.99,100.0,13.49,13.49,13.49,544.01,0.01,100.0,-2.09,-2.09,Classical PSO,23.15,23.15,QPSO
71,74975,20,7,74.2,8.5,rush_hour,30,43,27.1,27.1,27.1,680.64,21.82,100.0,27.72,27.72,27.72,685.64,11.01,100.0,31.91,31.91,31.91,754.64,0.01,100.0,2.2,2.2,QPSO,15.07,15.07,QPSO
72,35099,16,5,80.6,9.0,rush_hour,33,66,30.04,30.04,30.04,696.55,36.32,100.0,31.57,31.57,31.57,739.43,21.02,100.0,93667.29,93667.29,28.82,690.66,0.01,0.0,4.85,4.85,QPSO,99.97,-4.21,QPSO
73,34065,11,4,71.0,9.0,uniform,45,44,12.24,12.24,12.24,426.03,17.39,100.0,12.84,12.84,12.84,445.88,13.19,100.0,14.47,14.47,14.47,503.05,0.0,100.0,4.66,4.66,QPSO,15.36,15.36,QPSO
74,86426,10,3,117.5,8.0,incident,29,55,8.32,8.32,8.32,291.79,20.72,100.0,8.7,8.7,8.7,319.57,15.42,100.0,9.58,9.58,9.58,377.17,0.0,100.0,4.33,4.33,QPSO,13.18,13.18,QPSO
75,17544,17,5,98.2,13.0,incident,33,63,12.59,12.59,12.59,498.21,27.09,100.0,14.21,14.21,14.21,563.51,19.87,100.0,19.34,19.34,19.34,829.83,0.01,100.0,11.4,11.4,QPSO,34.91,34.91,QPSO
76,22992,19,5,108.9,9.0,uniform,43,41,15.92,15.92,15.92,624.28,27.51,100.0,19.3,19.3,19.3,780.11,11.88,100.0,17.37,17.37,17.37,654.23,0.01,100.0,17.51,17.51,QPSO,8.34,8.34,QPSO
77,41888,19,6,89.8,8.0,incident,45,55,16.44,16.44,16.44,734.06,30.19,100.0,17.58,17.58,17.58,789.55,17.59,100.0,22.47,22.47,22.47,949.62,0.01,100.0,6.48,6.48,QPSO,26.82,26.82,QPSO
78,14356,14,4,109.8,9.0,incident,38,63,9.56,9.56,9.56,360.05,27.36,100.0,11.05,11.05,11.05,420.13,23.93,100.0,13.04,13.04,13.04,538.19,0.01,100.0,13.43,13.43,QPSO,26.65,26.65,QPSO
79,10038,18,7,70.6,13.0,uniform,38,63,15.79,15.79,15.79,711.39,69.19,100.0,16.58,16.58,16.58,756.07,88.77,100.0,18.66,18.66,18.66,816.19,0.01,100.0,4.76,4.76,QPSO,15.39,15.39,QPSO
80,84307,17,5,91.8,17.5,incident,40,69,11.66,11.66,11.66,439.19,79.21,100.0,14.36,14.36,14.36,578.06,58.9,100.0,16.29,16.29,16.29,611.73,0.01,100.0,18.82,18.82,QPSO,28.44,28.44,QPSO
81,58091,19,6,86.1,8.0,rush_hour,39,55,28.68,28.68,28.68,706.03,20.09,100.0,26.64,26.64,26.64,669.53,16.52,100.0,32.92,32.92,32.92,803.44,0.01,100.0,-7.67,-7.67,Classical PSO,12.88,12.88,QPSO
82,99366,17,5,86.8,9.0,uniform,40,53,17.15,17.15,17.15,661.27,23.97,100.0,17.98,17.98,17.98,725.23,16.87,100.0,22.48,22.48,22.48,884.72,0.03,100.0,4.61,4.61,QPSO,23.72,23.72,QPSO
83,47507,14,5,84.0,17.5,uniform,41,52,13.14,13.14,13.14,514.27,18.55,100.0,13.07,13.07,13.07,549.07,12.97,100.0,18.13,18.13,18.13,709.23,0.01,100.0,-0.52,-0.52,Classical PSO,27.52,27.52,QPSO
84,12221,13,4,94.4,18.0,rush_hour,45,71,11.84,11.84,11.84,537.1,30.2,100.0,13.38,13.38,13.38,608.37,20.01,100.0,15.48,15.48,15.48,757.45,0.01,100.0,11.54,11.54,QPSO,23.5,23.5,QPSO
85,59743,10,4,84.7,18.0,uniform,34,77,9.25,9.25,9.25,323.45,26.21,100.0,9.25,9.25,9.25,323.45,20.44,100.0,13.11,13.11,13.11,454.03,0.01,100.0,0.0,0.0,Tie,29.45,29.45,QPSO
86,49368,17,5,91.3,9.0,incident,39,57,13.82,13.82,13.82,643.14,24.45,100.0,16.64,16.64,16.64,748.04,16.97,100.0,16.11,16.11,16.11,699.31,0.01,100.0,16.92,16.92,QPSO,14.22,14.22,QPSO
87,41189,14,5,76.0,9.0,uniform,42,51,15.01,15.01,15.01,564.8,21.21,100.0,15.78,15.78,15.78,604.13,15.91,100.0,15.46,15.46,15.46,590.02,0.01,100.0,4.9,4.9,QPSO,2.92,2.92,QPSO
88,26105,13,5,83.8,8.0,uniform,34,54,12.55,12.55,12.55,504.68,22.99,100.0,11.03,11.03,11.03,438.84,15.99,100.0,14.15,14.15,14.15,567.53,0.0,100.0,-13.75,-13.75,Classical PSO,11.34,11.34,QPSO
89,48301,12,5,70.7,9.0,uniform,26,75,12.86,12.86,12.86,543.59,26.59,100.0,13.32,13.32,13.32,571.65,17.84,100.0,16.75,16.75,16.75,702.62,0.0,100.0,3.4,3.4,QPSO,23.19,23.19,QPSO
90,39290,12,4,75.1,17.5,rush_hour,40,70,10.35,10.35,10.35,412.28,28.74,100.0,10.35,10.35,10.35,412.28,20.46,100.0,15.08,15.08,15.08,615.17,0.06,100.0,0.0,-0.0,Tie,31.36,31.36,QPSO
91,58733,15,5,118.3,13.0,uniform,27,65,13.17,13.17,13.17,555.01,25.48,100.0,13.0,13.0,13.0,559.39,16.89,100.0,15.39,15.39,15.39,701.47,0.01,100.0,-1.32,-1.32,Classical PSO,14.43,14.43,QPSO
92,65454,11,5,77.6,8.0,uniform,28,75,12.08,12.08,12.08,471.7,25.23,100.0,13.14,13.14,13.14,561.72,17.45,100.0,13.54,13.54,13.54,589.51,0.01,100.0,8.07,8.07,QPSO,10.8,10.8,QPSO
93,55548,19,5,108.8,13.0,rush_hour,34,77,16.27,16.27,16.27,655.7,33.49,100.0,16.89,16.89,16.89,750.76,19.61,100.0,19.46,19.46,19.46,812.09,0.01,100.0,3.64,3.64,QPSO,16.37,16.37,QPSO
94,57207,14,4,100.5,8.5,incident,31,56,13.71,13.71,13.71,635.31,21.91,100.0,16.23,16.23,16.23,686.48,16.37,100.0,15.17,15.17,15.17,697.89,0.01,100.0,15.5,15.5,QPSO,9.6,9.6,QPSO
95,87563,11,4,82.0,8.5,uniform,38,68,10.1,10.1,10.1,390.95,23.88,100.0,10.1,10.1,10.1,390.95,16.14,100.0,14.99,14.99,14.99,623.52,0.0,100.0,-0.0,0.0,Tie,32.58,32.58,QPSO
96,91357,19,6,84.6,9.0,incident,34,69,18.0,18.0,18.0,821.48,34.39,100.0,19.78,19.78,19.78,880.35,22.96,100.0,21.89,21.89,21.89,941.31,0.01,100.0,8.97,8.97,QPSO,17.75,17.75,QPSO
97,10329,20,5,116.2,13.0,uniform,42,54,15.62,15.62,15.62,557.64,29.17,100.0,17.22,17.22,17.22,668.57,17.88,100.0,19.35,19.35,19.35,755.0,0.01,100.0,9.28,9.28,QPSO,19.26,19.26,QPSO
98,85886,12,3,111.3,8.0,uniform,34,78,9.7,9.7,9.7,392.17,28.7,100.0,10.01,10.01,10.01,423.18,20.09,100.0,12.29,12.29,12.29,497.85,0.01,100.0,3.14,3.14,QPSO,21.06,21.06,QPSO
99,99167,19,6,92.0,18.0,rush_hour,37,57,15.39,15.39,15.39,642.46,26.58,100.0,16.31,16.31,16.31,703.11,13.04,100.0,20.47,20.47,20.47,829.48,0.01,100.0,5.66,5.66,QPSO,24.84,24.84,QPSO
100,66597,18,5,91.9,13.0,incident,35,78,16.66,16.66,16.66,662.95,35.49,100.0,16.85,16.85,16.85,724.15,20.29,100.0,18.87,18.87,18.87,784.05,0.09,100.0,1.13,1.13,QPSO,11.7,11.7,QPSO
101,33816,10,4,81.4,18.0,rush_hour,43,42,10.99,10.99,10.99,453.51,19.55,100.0,10.99,10.99,10.99,453.51,17.9,100.0,12.39,12.39,12.39,514.41,0.02,100.0,0.0,0.0,Tie,11.3,11.3,QPSO
102,23962,17,4,115.8,17.5,rush_hour,45,71,12.44,12.44,12.44,572.14,34.89,100.0,14.93,14.93,14.93,689.91,20.81,100.0,20.12,20.12,20.12,937.22,0.01,100.0,16.65,16.65,QPSO,38.14,38.14,QPSO
103,12959,17,5,90.4,18.0,uniform,30,61,14.43,14.43,14.43,649.18,34.78,100.0,15.18,15.18,15.18,612.64,18.79,100.0,19.26,19.26,19.26,842.65,0.01,100.0,4.93,4.93,QPSO,25.06,25.06,QPSO
104,54955,17,5,103.1,17.5,uniform,39,45,13.45,13.45,13.45,586.94,24.39,100.0,14.74,14.74,14.74,666.08,20.54,100.0,17.57,17.57,17.57,764.65,0.01,100.0,8.72,8.72,QPSO,23.44,23.44,QPSO
105,42224,14,5,75.8,17.5,uniform,42,69,16.51,16.51,16.51,608.45,40.84,100.0,15.97,15.97,15.97,615.54,39.31,100.0,19.03,19.03,19.03,685.86,0.01,100.0,-3.36,-3.36,Classical PSO,13.28,13.28,QPSO
106,55165,10,5,95.9,13.0,incident,39,43,11.31,11.31,11.31,438.67,20.6,100.0,11.49,11.49,11.49,466.87,17.59,100.0,14.52,14.52,14.52,557.49,0.01,100.0,1.61,1.61,QPSO,22.14,22.14,QPSO
107,27680,14,5,116.4,18.0,rush_hour,28,41,9.05,9.05,9.05,335.38,18.69,100.0,10.54,10.54,10.54,385.45,12.66,100.0,11.73,11.73,11.73,471.53,0.01,100.0,14.11,14.11,QPSO,22.81,22.81,QPSO
108,83578,19,5,105.5,17.5,uniform,42,66,15.42,15.42,15.42,633.95,38.81,100.0,16.61,16.61,16.61,692.6,23.85,100.0,19.84,19.84,19.84,851.35,0.06,100.0,7.16,7.16,QPSO,22.26,22.26,QPSO
109,13217,13,4,93.1,18.0,uniform,40,58,9.64,9.64,9.64,389.94,25.81,100.0,10.4,10.4,10.4,411.61,19.8,100.0,12.55,12.55,12.55,484.43,0.01,100.0,7.33,7.33,QPSO,23.17,23.17,QPSO
110,67698,14,5,111.7,8.5,rush_hour,42,49,18.91,18.91,18.91,465.66,21.71,100.0,21.08,21.08,21.08,599.63,13.65,100.0,21.75,21.75,21.75,546.48,0.01,100.0,10.29,10.29,QPSO,13.03,13.03,QPSO
