Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
501,88445,16,5,113.9,8.0,incident,28,41,15.93,15.93,15.93,649.42,24.23,100.0,17.73,17.73,17.73,683.92,22.29,100.0,17.88,17.88,17.88,702.83,0.01,100.0,10.18,10.18,QPSO,10.91,10.91,QPSO
502,50921,12,3,103.5,9.0,uniform,34,56,13.11,13.11,13.11,523.59,41.63,100.0,12.74,12.74,12.74,520.64,25.51,100.0,13.97,13.97,13.97,593.96,0.01,100.0,-2.9,-2.9,Classical PSO,6.13,6.13,QPSO
503,20192,10,4,80.2,9.0,rush_hour,28,79,12.55,12.55,12.55,354.47,45.26,100.0,12.31,12.31,12.31,374.62,37.09,100.0,15.45,15.45,15.45,413.32,0.01,100.0,-1.95,-1.95,Classical PSO,18.81,18.81,QPSO
504,89542,18,5,107.1,8.5,incident,34,43,15.71,15.71,15.71,674.93,33.61,100.0,19.29,19.29,19.29,834.39,19.0,100.0,18.68,18.68,18.68,807.26,0.01,100.0,18.54,18.54,QPSO,15.89,15.89,QPSO
505,51014,16,5,117.8,17.5,uniform,25,56,11.43,11.43,11.43,502.98,44.31,100.0,10.82,10.82,10.82,504.63,22.14,100.0,13.63,13.63,13.63,575.61,0.01,100.0,-5.67,-5.67,Classical PSO,16.11,16.11,QPSO
506,27619,19,5,111.5,17.5,incident,44,52,15.4,15.4,15.4,688.38,55.01,100.0,16.29,16.29,16.29,648.7,22.9,100.0,21.83,21.83,21.83,946.02,0.02,100.0,5.47,5.47,QPSO,29.46,29.46,QPSO
507,96015,13,4,92.4,8.5,uniform,41,47,10.51,10.51,10.51,424.55,24.93,100.0,10.51,10.51,10.51,424.55,22.86,100.0,13.69,13.69,13.69,593.17,0.01,100.0,0.0,0.0,Tie,23.25,23.25,QPSO
508,50440,10,4,84.0,8.5,uniform,43,56,9.87,9.87,9.87,395.01,38.2,100.0,9.16,9.16,9.16,375.22,32.27,100.0,13.58,13.58,13.58,574.74,0.01,100.0,-7.73,-7.73,Classical PSO,27.31,27.31,QPSO
509,1739,15,4,105.5,8.0,uniform,35,78,12.32,12.32,12.32,487.08,61.4,100.0,13.0,13.0,13.0,533.03,27.65,100.0,15.95,15.95,15.95,644.93,0.01,100.0,5.18,5.18,QPSO,22.74,22.74,QPSO
510,7665,20,6,94.5,8.0,incident,35,73,16.38,16.38,16.38,713.96,60.02,100.0,15.72,15.72,15.72,664.21,38.82,100.0,20.89,20.89,20.89,927.94,0.01,100.0,-4.23,-4.23,Classical PSO,21.57,21.57,QPSO
511,29830,12,3,109.3,13.0,incident,42,65,9.73,9.73,9.73,424.46,43.8,100.0,13.67,13.67,13.67,589.62,34.08,100.0,12.98,12.98,12.98,535.76,0.07,100.0,28.78,28.78,QPSO,24.99,24.99,QPSO
512,13051,15,5,114.2,9.0,rush_hour,34,53,14.91,14.91,14.91,530.62,29.64,100.0,13.93,13.93,13.93,475.43,25.49,100.0,17.41,17.41,17.41,626.06,0.01,100.0,-7.06,-7.06,Classical PSO,14.37,14.37,QPSO
513,99652,19,4,119.8,8.0,incident,36,68,14.73,14.73,14.73,626.29,41.97,100.0,16.19,16.19,16.19,634.9,38.32,100.0,20.14,20.14,20.14,893.84,0.01,100.0,9.03,9.03,QPSO,26.86,26.86,QPSO
514,32502,20,5,117.9,13.0,uniform,37,56,15.41,15.41,15.41,613.77,46.4,100.0,16.97,16.97,16.97,684.98,37.92,100.0,16.86,16.86,16.86,653.55,0.01,100.0,9.15,9.15,QPSO,8.56,8.56,QPSO
515,71809,14,5,115.6,17.5,incident,39,71,10.62,10.62,10.62,491.81,64.74,100.0,11.24,11.24,11.24,497.19,35.1,100.0,14.07,14.07,14.07,625.55,0.01,100.0,5.52,5.52,QPSO,24.51,24.51,QPSO
516,6747,14,5,86.0,8.0,uniform,42,74,13.39,13.39,13.39,530.69,81.91,100.0,12.9,12.9,12.9,530.09,46.76,100.0,18.2,18.2,18.2,760.28,0.01,100.0,-3.84,-3.84,Classical PSO,26.42,26.42,QPSO
517,1960,20,7,80.5,18.0,rush_hour,28,53,15.66,15.66,15.66,761.65,55.24,100.0,15.94,15.94,15.94,688.44,49.78,100.0,20.62,20.62,20.62,927.02,0.01,100.0,1.74,1.74,QPSO,24.07,24.07,QPSO
518,71484,16,4,107.3,8.0,rush_hour,35,42,17.08,17.08,17.08,537.7,27.59,100.0,18.15,18.15,18.15,579.72,25.32,100.0,22.87,22.87,22.87,688.15,0.01,100.0,5.88,5.88,QPSO,25.32,25.32,QPSO
519,12471,11,5,78.9,17.5,uniform,43,54,10.41,10.41,10.41,445.88,44.17,100.0,10.28,10.28,10.28,459.9,44.16,100.0,12.57,12.57,12.57,518.8,0.22,100.0,-1.3,-1.3,Classical PSO,17.19,17.19,QPSO
520,34901,16,5,92.6,13.0,rush_hour,25,64,15.82,15.82,15.82,667.88,54.52,100.0,17.69,17.69,17.69,748.37,47.84,100.0,20.08,20.08,20.08,833.6,0.01,100.0,10.6,10.6,QPSO,21.22,21.22,QPSO
521,89250,11,5,102.1,8.0,incident,43,42,12.17,12.17,12.17,486.89,21.8,100.0,11.72,11.72,11.72,472.25,16.54,100.0,13.37,13.37,13.37,561.54,0.0,100.0,-3.81,-3.81,Classical PSO,8.98,8.98,QPSO
522,92866,11,3,116.4,9.0,incident,34,78,10.37,10.37,10.37,405.49,51.27,100.0,10.21,10.21,10.21,402.32,37.37,100.0,12.86,12.86,12.86,541.73,0.0,100.0,-1.53,-1.53,Classical PSO,19.37,19.37,QPSO
523,12338,14,4,89.1,13.0,uniform,42,54,16.47,16.47,16.47,610.67,43.3,100.0,14.95,14.95,14.95,552.58,33.24,100.0,18.28,18.28,18.28,718.78,0.01,100.0,-10.16,-10.16,Classical PSO,9.9,9.9,QPSO
524,18875,16,4,118.0,9.0,incident,45,63,14.73,14.73,14.73,601.79,39.91,100.0,15.88,15.88,15.88,593.16,37.97,100.0,17.17,17.17,17.17,676.86,0.04,100.0,7.24,7.24,QPSO,14.25,14.25,QPSO
525,2461,18,6,76.2,17.5,incident,37,74,14.75,14.75,14.75,591.62,50.87,100.0,17.28,17.28,17.28,695.9,42.74,100.0,21.25,21.25,21.25,830.55,0.01,100.0,14.67,14.67,QPSO,30.6,30.6,QPSO
526,72765,11,5,80.5,8.5,rush_hour,45,72,18.95,18.95,18.95,427.97,73.9,100.0,18.78,18.78,18.78,424.28,53.91,100.0,22.7,22.7,22.7,530.38,0.01,100.0,-0.86,-0.86,Classical PSO,16.53,16.53,QPSO
527,19671,12,5,81.0,8.5,uniform,30,76,12.52,12.52,12.52,537.42,48.48,100.0,13.71,13.71,13.71,527.85,42.85,100.0,14.4,14.4,14.4,627.81,0.01,100.0,8.72,8.72,QPSO,13.1,13.1,QPSO
528,8128,18,5,102.2,9.0,incident,27,56,13.95,13.95,13.95,601.55,46.99,100.0,17.54,17.54,17.54,744.89,28.93,100.0,18.39,18.39,18.39,841.28,0.01,100.0,20.44,20.44,QPSO,24.13,24.13,QPSO
529,13871,13,4,117.6,8.5,incident,45,55,13.97,13.97,13.97,525.01,35.54,100.0,14.38,14.38,14.38,515.66,30.94,100.0,16.12,16.12,16.12,648.88,0.01,100.0,2.82,2.82,QPSO,13.35,13.35,QPSO
530,14113,14,5,115.0,13.0,rush_hour,35,79,8.39,8.39,8.39,349.27,68.01,100.0,8.46,8.46,8.46,369.56,42.45,100.0,10.74,10.74,10.74,449.95,0.0,100.0,0.83,0.83,QPSO,21.83,21.83,QPSO
531,87431,14,5,98.3,9.0,rush_hour,30,40,17.86,17.86,17.86,462.18,25.86,100.0,21.23,21.23,21.23,535.0,18.1,100.0,24.91,24.91,24.91,658.7,0.01,100.0,15.88,15.88,QPSO,28.29,28.29,QPSO
532,42053,13,5,105.6,9.0,rush_hour,29,61,14.33,14.33,14.33,387.32,36.45,100.0,16.44,16.44,16.44,456.41,25.24,100.0,18.01,18.01,18.01,490.86,0.01,100.0,12.83,12.83,QPSO,20.44,20.44,QPSO
533,63908,17,5,87.9,13.0,incident,28,51,14.86,14.86,14.86,556.86,33.76,100.0,14.41,14.41,14.41,559.67,25.36,100.0,17.8,17.8,17.8,766.78,0.04,100.0,-3.09,-3.09,Classical PSO,16.51,16.51,QPSO
534,85613,19,5,112.1,17.5,uniform,33,80,13.98,13.98,13.98,595.15,74.37,100.0,17.09,17.09,17.09,714.34,41.54,100.0,18.13,18.13,18.13,787.36,0.01,100.0,18.19,18.19,QPSO,22.89,22.89,QPSO
535,11022,11,5,112.5,8.0,incident,43,65,9.05,9.05,9.05,400.25,38.8,100.0,9.28,9.28,9.28,398.35,30.39,100.0,10.6,10.6,10.6,477.23,0.01,100.0,2.51,2.51,QPSO,14.62,14.62,QPSO
536,78337,13,5,97.6,18.0,uniform,36,65,10.04,10.04,10.04,423.08,72.53,100.0,10.27,10.27,10.27,405.66,54.49,100.0,12.3,12.3,12.3,507.16,0.01,100.0,2.28,2.28,QPSO,18.35,18.35,QPSO
537,30269,19,7,76.7,13.0,rush_hour,41,40,18.74,18.74,18.74,767.58,40.26,100.0,18.4,18.4,18.4,742.03,38.87,100.0,21.68,21.68,21.68,905.52,0.01,100.0,-1.82,-1.82,Classical PSO,13.57,13.57,QPSO
538,87858,13,4,107.9,13.0,uniform,30,76,9.26,9.26,9.26,407.14,65.33,100.0,9.17,9.17,9.17,373.13,37.91,100.0,11.55,11.55,11.55,519.14,0.01,100.0,-1.01,-1.01,Classical PSO,19.8,19.8,QPSO
539,75162,20,5,106.8,9.0,uniform,32,71,13.68,13.68,13.68,597.64,70.34,100.0,16.54,16.54,16.54,740.38,68.74,100.0,18.72,18.72,18.72,808.97,0.01,100.0,17.31,17.31,QPSO,26.95,26.95,QPSO
540,31375,11,4,88.5,18.0,uniform,41,63,9.53,9.53,9.53,378.0,43.55,100.0,9.53,9.53,9.53,378.0,26.57,100.0,14.89,14.89,14.89,561.5,0.01,100.0,0.0,0.0,Tie,35.99,35.99,QPSO
541,51868,17,4,114.1,18.0,rush_hour,28,73,14.85,14.85,14.85,658.77,45.64,100.0,14.73,14.73,14.73,635.61,36.65,100.0,17.17,17.17,17.17,753.91,0.01,100.0,-0.8,-0.8,Classical PSO,13.51,13.51,QPSO
542,84042,14,4,98.9,13.0,incident,37,63,12.59,12.59,12.59,485.45,56.28,100.0,12.59,12.59,12.59,485.45,33.31,100.0,15.74,15.74,15.74,600.89,0.01,100.0,0.0,0.0,Tie,20.03,20.03,QPSO
543,78028,20,6,95.8,8.5,incident,37,62,14.17,14.17,14.17,562.08,47.44,100.0,15.79,15.79,15.79,655.23,35.46,100.0,17.22,17.22,17.22,727.98,0.06,100.0,10.26,10.26,QPSO,17.72,17.72,QPSO
544,46224,17,4,114.4,17.5,uniform,39,50,12.22,12.22,12.22,513.36,29.47,100.0,14.23,14.23,14.23,585.8,37.99,100.0,13.65,13.65,13.65,568.08,0.01,100.0,14.11,14.11,QPSO,10.48,10.48,QPSO
545,31145,11,4,80.6,8.5,rush_hour,44,47,20.71,20.71,20.71,505.37,36.23,100.0,20.71,20.71,20.71,505.37,28.25,100.0,27.4,27.4,27.4,702.76,0.01,100.0,0.0,0.0,Tie,24.43,24.43,QPSO
546,87652,13,5,110.6,8.0,rush_hour,40,70,15.17,15.17,15.17,470.18,66.4,100.0,15.17,15.17,15.17,470.18,40.51,100.0,18.12,18.12,18.12,484.33,0.01,100.0,-0.0,0.0,Tie,16.31,16.31,QPSO
547,28617,19,5,102.4,8.0,uniform,26,48,17.73,17.73,17.73,693.48,32.1,100.0,19.06,19.06,19.06,737.53,16.36,100.0,21.22,21.22,21.22,811.35,0.01,100.0,6.94,6.94,QPSO,16.44,16.44,QPSO
548,76168,19,7,76.7,17.5,uniform,26,50,16.31,16.31,16.31,675.2,40.55,100.0,16.47,16.47,16.47,651.19,29.36,100.0,19.61,19.61,19.61,797.15,0.01,100.0,0.97,0.97,QPSO,16.85,16.85,QPSO
549,34850,12,5,100.0,18.0,uniform,34,45,11.75,11.75,11.75,468.46,29.05,100.0,14.01,14.01,14.01,592.07,23.31,100.0,16.94,16.94,16.94,688.39,0.01,100.0,16.14,16.14,QPSO,30.65,30.65,QPSO
550,29389,17,4,113.4,8.5,rush_hour,44,49,20.6,20.6,20.6,488.97,45.0,100.0,22.8,22.8,22.8,543.03,25.62,100.0,27.54,27.54,27.54,715.04,0.01,100.0,9.67,9.67,QPSO,25.2,25.2,QPSO
551,77368,12,5,78.4,13.0,incident,43,44,11.37,11.37,11.37,406.39,34.3,100.0,11.37,11.37,11.37,406.39,20.49,100.0,14.41,14.41,14.41,558.35,0.01,100.0,0.0,0.0,Tie,21.12,21.12,QPSO
552,31122,16,6,76.6,8.5,incident,41,66,16.14,16.14,16.14,595.87,52.5,100.0,18.09,18.09,18.09,653.03,27.8,100.0,19.57,19.57,19.57,747.88,0.02,100.0,10.74,10.74,QPSO,17.49,17.49,QPSO
553,20603,19,7,78.9,17.5,incident,28,45,15.31,15.31,15.31,675.89,31.87,100.0,19.23,19.23,19.23,841.29,20.45,100.0,19.59,19.59,19.59,814.21,0.01,100.0,20.41,20.41,QPSO,21.85,21.85,QPSO
554,64208,20,5,115.1,18.0,incident,38,73,14.59,14.59,14.59,589.34,75.05,100.0,16.32,16.32,16.32,668.06,49.44,100.0,18.5,18.5,18.5,756.99,0.01,100.0,10.59,10.59,QPSO,21.14,21.14,QPSO
555,56139,15,5,104.9,8.5,rush_hour,37,62,18.92,18.92,18.92,439.83,70.17,100.0,19.02,19.02,19.02,505.24,49.74,100.0,19.7,19.7,19.7,468.8,0.01,100.0,0.54,0.54,QPSO,3.98,3.98,QPSO
556,78207,19,6,91.3,13.0,uniform,27,58,15.85,15.85,15.85,719.28,53.14,100.0,15.17,15.17,15.17,646.12,47.06,100.0,21.38,21.38,21.38,839.72,0.01,100.0,-4.52,-4.52,Classical PSO,25.85,25.85,QPSO
557,79419,18,6,82.9,18.0,incident,25,76,15.38,15.38,15.38,660.8,79.11,100.0,15.67,15.67,15.67,645.4,40.63,100.0,19.18,19.18,19.18,813.1,0.01,100.0,1.88,1.88,QPSO,19.82,19.82,QPSO
558,69490,11,4,88.8,18.0,rush_hour,38,63,10.23,10.23,10.23,446.34,61.25,100.0,10.45,10.45,10.45,453.89,46.0,100.0,12.32,12.32,12.32,535.12,0.01,100.0,2.13,2.13,QPSO,16.98,16.98,QPSO
559,14970,12,4,102.6,9.0,incident,38,76,8.94,8.94,8.94,363.25,46.16,100.0,9.66,9.66,9.66,372.5,35.72,100.0,12.39,12.39,12.39,534.23,0.01,100.0,7.44,7.44,QPSO,27.84,27.84,QPSO
560,48925,19,5,119.6,8.5,rush_hour,42,75,19.98,19.98,19.98,536.68,69.95,100.0,21.22,21.22,21.22,548.53,46.12,100.0,22.12,22.12,22.12,566.67,0.01,100.0,5.87,5.87,QPSO,9.69,9.69,QPSO
561,64238,12,5,98.0,9.0,rush_hour,43,62,15.21,15.21,15.21,401.72,39.93,100.0,17.02,17.02,17.02,549.51,41.25,100.0,17.89,17.89,17.89,610.58,0.01,100.0,10.6,10.6,QPSO,14.96,14.96,QPSO
562,93470,16,4,112.7,18.0,uniform,39,50,12.22,12.22,12.22,453.75,37.8,100.0,13.69,13.69,13.69,479.3,22.42,100.0,16.8,16.8,16.8,675.35,0.01,100.0,10.75,10.75,QPSO,27.29,27.29,QPSO
563,14143,13,5,109.3,17.5,incident,26,50,12.57,12.57,12.57,538.32,32.57,100.0,12.43,12.43,12.43,509.74,28.27,100.0,15.44,15.44,15.44,713.29,0.01,100.0,-1.11,-1.11,Classical PSO,18.59,18.59,QPSO
564,52000,20,5,110.2,13.0,incident,38,45,16.45,16.45,16.45,624.59,44.78,100.0,19.11,19.11,19.11,677.28,17.69,100.0,18.59,18.59,18.59,737.31,0.13,100.0,13.9,13.9,QPSO,11.48,11.48,QPSO
565,9399,14,4,88.5,18.0,rush_hour,37,79,13.37,13.37,13.37,578.81,64.77,100.0,13.83,13.83,13.83,614.63,40.77,100.0,16.47,16.47,16.47,733.45,0.01,100.0,3.35,3.35,QPSO,18.83,18.83,QPSO
566,87006,18,5,105.6,8.5,incident,40,68,14.39,14.39,14.39,603.07,74.74,100.0,15.28,15.28,15.28,601.26,43.67,100.0,18.72,18.72,18.72,812.38,0.01,100.0,5.84,5.84,QPSO,23.15,23.15,QPSO
567,2403,13,5,79.7,17.5,uniform,26,63,13.81,13.81,13.81,460.3,40.4,100.0,15.18,15.18,15.18,555.52,35.8,100.0,14.44,14.44,14.44,488.47,0.04,100.0,9.04,9.04,QPSO,4.4,4.4,QPSO
568,32359,20,5,118.8,9.0,rush_hour,36,65,18.82,18.82,18.82,539.53,58.54,100.0,22.34,22.34,22.34,604.97,34.86,100.0,23.07,23.07,23.07,666.11,0.02,100.0,15.78,15.78,QPSO,18.43,18.43,QPSO
569,54143,19,5,95.9,8.0,incident,34,75,14.55,14.55,14.55,628.7,60.46,100.0,14.4,14.4,14.4,620.99,31.22,100.0,15.37,15.37,15.37,656.52,0.01,100.0,-1.08,-1.08,Classical PSO,5.3,5.3,QPSO
570,77406,15,5,118.2,8.5,incident,31,69,11.82,11.82,11.82,446.33,50.76,100.0,13.37,13.37,13.37,525.43,38.98,100.0,14.92,14.92,14.92,565.18,0.01,100.0,11.57,11.57,QPSO,20.74,20.74,QPSO
571,53947,19,6,83.1,17.5,uniform,42,44,16.98,16.98,16.98,765.67,29.13,100.0,16.79,16.79,16.79,723.49,21.5,100.0,20.04,20.04,20.04,930.41,0.15,100.0,-1.14,-1.14,Classical PSO,15.26,15.26,QPSO
572,66951,14,5,117.4,9.0,incident,43,56,12.5,12.5,12.5,451.63,35.54,100.0,12.33,12.33,12.33,488.98,27.78,100.0,13.11,13.11,13.11,532.6,0.01,100.0,-1.4,-1.4,Classical PSO,4.66,4.66,QPSO
573,91989,17,5,98.2,9.0,rush_hour,39,77,19.78,19.78,19.78,617.92,69.68,100.0,19.81,19.81,19.81,581.62,43.29,100.0,25.59,25.59,25.59,742.61,0.01,100.0,0.14,0.14,QPSO,22.73,22.73,QPSO
574,4584,17,6,82.9,18.0,uniform,32,60,13.47,13.47,13.47,593.9,85.26,100.0,14.8,14.8,14.8,646.17,30.22,100.0,18.82,18.82,18.82,889.66,0.1,100.0,9.0,9.0,QPSO,28.44,28.44,QPSO
575,55057,15,5,105.0,8.5,rush_hour,27,65,18.16,18.16,18.16,473.31,64.71,100.0,21.74,21.74,21.74,586.83,32.79,100.0,25.39,25.39,25.39,753.92,0.01,100.0,16.46,16.46,QPSO,28.46,28.46,QPSO
576,89302,15,4,97.7,13.0,rush_hour,36,53,11.89,11.89,11.89,453.57,42.57,100.0,13.35,13.35,13.35,522.8,28.15,100.0,15.65,15.65,15.65,626.29,0.01,100.0,10.98,10.98,QPSO,24.05,24.05,QPSO
577,76197,14,5,117.4,8.5,rush_hour,31,55,16.27,16.27,16.27,401.7,48.22,100.0,18.68,18.68,18.68,478.45,26.79,100.0,23.1,23.1,23.1,520.98,0.01,100.0,12.9,12.9,QPSO,29.57,29.57,QPSO
578,97394,13,5,80.3,8.5,incident,36,49,10.96,10.96,10.96,435.72,49.56,100.0,11.62,11.62,11.62,520.23,30.92,100.0,11.85,11.85,11.85,477.03,0.01,100.0,5.67,5.67,QPSO,7.5,7.5,QPSO
579,14983,11,5,103.8,13.0,incident,25,74,8.25,8.25,8.25,360.33,49.39,100.0,10.11,10.11,10.11,461.05,37.82,100.0,10.82,10.82,10.82,474.67,0.01,100.0,18.45,18.45,QPSO,23.76,23.76,QPSO
580,6539,17,5,101.0,17.5,rush_hour,40,51,12.04,12.04,12.04,536.95,41.13,100.0,11.56,11.56,11.56,476.46,36.49,100.0,15.03,15.03,15.03,648.23,0.01,100.0,-4.15,-4.15,Classical PSO,19.9,19.9,QPSO
581,67995,14,5,81.1,8.0,incident,38,70,15.81,15.81,15.81,711.86,41.02,100.0,15.81,15.81,15.81,711.86,40.57,100.0,17.92,17.92,17.92,828.07,0.01,100.0,0.0,0.0,Tie,11.74,11.74,QPSO
582,71879,10,5,89.7,8.5,rush_hour,28,73,14.71,14.71,14.71,406.82,50.67,100.0,14.71,14.71,14.71,406.82,47.69,100.0,15.88,15.88,15.88,431.78,0.01,100.0,-0.0,-0.0,Tie,7.4,7.4,QPSO
583,61302,15,6,70.6,13.0,incident,28,60,15.32,15.32,15.32,666.14,45.48,100.0,16.01,16.01,16.01,696.87,35.67,100.0,18.93,18.93,18.93,807.26,0.01,100.0,4.36,4.36,QPSO,19.07,19.07,QPSO
584,48395,19,6,79.4,8.5,rush_hour,40,79,22.69,22.69,22.69,614.87,60.22,100.0,30.23,30.23,30.23,798.6,48.19,100.0,29.44,29.44,29.44,799.16,0.14,100.0,24.94,24.94,QPSO,22.92,22.92,QPSO
585,45970,15,4,94.9,13.0,incident,36,63,12.13,12.13,12.13,466.07,41.11,100.0,13.7,13.7,13.7,575.68,32.46,100.0,17.82,17.82,17.82,735.11,0.01,100.0,11.45,11.45,QPSO,31.97,31.97,QPSO
586,53506,14,5,79.0,17.5,incident,32,46,16.94,16.94,16.94,698.39,29.28,100.0,15.84,15.84,15.84,605.7,34.98,100.0,20.43,20.43,20.43,804.9,0.01,100.0,-6.91,-6.91,Classical PSO,17.11,17.11,QPSO
587,95478,14,5,97.8,8.5,uniform,29,70,14.62,14.62,14.62,524.53,41.16,100.0,13.61,13.61,13.61,497.81,32.07,100.0,14.7,14.7,14.7,546.84,0.01,100.0,-7.4,-7.4,Classical PSO,0.51,0.51,QPSO
588,2276,12,5,95.0,13.0,rush_hour,33,75,9.61,9.61,9.61,431.91,52.93,100.0,10.07,10.07,10.07,437.14,40.27,100.0,12.96,12.96,12.96,578.28,0.11,100.0,4.63,4.63,QPSO,25.86,25.86,QPSO
589,75427,10,4,74.9,8.0,uniform,33,70,10.82,10.82,10.82,407.36,38.42,100.0,10.82,10.82,10.82,407.36,27.48,100.0,14.1,14.1,14.1,555.27,0.01,100.0,-0.0,0.0,Tie,23.22,23.22,QPSO
590,83557,11,4,107.2,9.0,rush_hour,42,75,13.16,13.16,13.16,390.88,52.49,100.0,13.16,13.16,13.16,390.88,32.81,100.0,15.31,15.31,15.31,452.82,0.01,100.0,0.0,0.0,Tie,14.06,14.06,QPSO
591,34779,15,5,90.6,18.0,incident,31,76,12.54,12.54,12.54,464.03,56.33,100.0,12.45,12.45,12.45,455.85,42.67,100.0,18.28,18.28,18.28,686.61,0.01,100.0,-0.71,-0.71,Classical PSO,31.4,31.4,QPSO
592,76483,20,5,119.0,9.0,rush_hour,41,71,21.3,21.3,21.3,570.11,79.4,100.0,24.23,24.23,24.23,699.01,30.88,100.0,25.88,25.88,25.88,726.2,0.01,100.0,12.07,12.07,QPSO,17.68,17.68,QPSO
593,97537,17,5,89.1,13.0,incident,29,50,17.91,17.91,17.91,704.26,49.55,100.0,18.49,18.49,18.49,709.62,28.05,100.0,19.41,19.41,19.41,764.57,0.01,100.0,3.13,3.13,QPSO,7.7,7.7,QPSO
594,84962,15,5,101.6,8.0,uniform,30,61,14.23,14.23,14.23,571.48,66.21,100.0,14.75,14.75,14.75,616.37,53.85,100.0,18.44,18.44,18.44,740.77,0.01,100.0,3.54,3.54,QPSO,22.84,22.84,QPSO
595,30912,15,5,102.7,17.5,incident,37,57,11.09,11.09,11.09,525.43,50.53,100.0,12.7,12.7,12.7,566.17,34.44,100.0,12.78,12.78,12.78,563.0,0.01,100.0,12.72,12.72,QPSO,13.21,13.21,QPSO
596,59313,15,5,90.7,8.0,uniform,32,56,11.98,11.98,11.98,507.53,56.13,100.0,12.05,12.05,12.05,491.44,37.16,100.0,16.73,16.73,16.73,814.53,0.05,100.0,0.54,0.54,QPSO,28.38,28.38,QPSO
597,98501,11,4,78.3,8.0,uniform,40,75,8.96,8.96,8.96,350.16,51.38,100.0,10.68,10.68,10.68,393.96,43.07,100.0,13.18,13.18,13.18,512.78,0.03,100.0,16.11,16.11,QPSO,32.04,32.04,QPSO
598,8055,10,3,96.2,8.0,rush_hour,44,49,15.65,15.65,15.65,404.18,34.53,100.0,15.8,15.8,15.8,357.53,18.93,100.0,20.22,20.22,20.22,517.06,0.01,100.0,0.93,0.93,QPSO,22.61,22.61,QPSO
599,12050,20,6,85.5,18.0,rush_hour,39,80,14.45,14.45,14.45,652.27,67.39,100.0,14.68,14.68,14.68,661.72,48.41,100.0,20.24,20.24,20.24,874.22,0.01,100.0,1.52,1.52,QPSO,28.59,28.59,QPSO
600,17569,12,5,71.4,9.0,rush_hour,39,74,20.69,20.69,20.69,682.4,60.86,100.0,19.94,19.94,19.94,649.22,56.69,100.0,25.85,25.85,25.85,734.48,0.04,100.0,-3.77,-3.77,Classical PSO,19.97,19.97,QPSO
601,36705,18,6,76.8,17.5,incident,39,80,17.96,17.96,17.96,745.72,111.19,100.0,19.4,19.4,19.4,813.48,109.05,100.0,23.29,23.29,23.29,1000.48,0.01,100.0,7.38,7.38,QPSO,22.86,22.86,QPSO
602,99161,20,6,96.2,9.0,rush_hour,42,54,21.85,21.85,21.85,556.61,80.72,100.0,25.62,25.62,25.62,737.05,46.66,100.0,25.55,25.55,25.55,662.86,0.01,100.0,14.74,14.74,QPSO,14.49,14.49,QPSO
603,12738,17,5,88.3,8.5,rush_hour,25,40,26.39,26.39,26.39,556.43,38.58,100.0,31.31,31.31,31.31,747.59,30.41,100.0,31.18,31.18,31.18,641.79,0.01,100.0,15.72,15.72,QPSO,15.38,15.38,QPSO
604,69592,12,4,84.3,18.0,rush_hour,40,59,10.4,10.4,10.4,420.18,68.36,100.0,11.12,11.12,11.12,443.1,44.84,100.0,13.64,13.64,13.64,542.85,0.0,100.0,6.42,6.42,QPSO,23.72,23.72,QPSO
605,2197,16,5,99.9,17.5,rush_hour,31,66,14.78,14.78,14.78,602.43,73.25,100.0,15.18,15.18,15.18,644.04,59.87,100.0,16.37,16.37,16.37,655.07,0.36,100.0,2.62,2.62,QPSO,9.69,9.69,QPSO
606,74472,16,5,82.5,13.0,uniform,33,45,17.45,17.45,17.45,667.49,49.56,100.0,16.94,16.94,16.94,604.32,38.6,100.0,18.82,18.82,18.82,700.07,0.01,100.0,-3.0,-3.0,Classical PSO,7.28,7.28,QPSO
607,56343,20,6,95.8,9.0,incident,42,57,17.1,17.1,17.1,611.28,108.92,100.0,18.66,18.66,18.66,713.43,82.61,100.0,21.2,21.2,21.2,780.42,0.01,100.0,8.36,8.36,QPSO,19.33,19.33,QPSO
608,55120,13,5,79.1,8.0,incident,39,79,13.07,13.07,13.07,556.84,125.1,100.0,13.97,13.97,13.97,613.1,126.29,100.0,15.7,15.7,15.7,664.03,0.01,100.0,6.47,6.47,QPSO,16.75,16.75,QPSO
609,60345,14,5,79.4,8.5,uniform,42,41,16.45,16.45,16.45,660.18,74.01,100.0,15.86,15.86,15.86,573.64,46.78,100.0,20.57,20.57,20.57,806.51,0.01,100.0,-3.78,-3.78,Classical PSO,20.01,20.01,QPSO
610,25371,11,5,83.5,18.0,uniform,32,45,10.88,10.88,10.88,391.9,46.97,100.0,11.8,11.8,11.8,450.83,46.51,100.0,14.67,14.67,14.67,566.73,0.01,100.0,7.81,7.81,QPSO,25.84,25.84,QPSO
