Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
76,76470,18,5,93.8,8.0,incident,27,28,19.18,19.18,16.68,642.69,12.27,100.0,24.37,24.37,21.87,897.39,7.41,100.0,23.62,23.62,21.62,862.82,0.01,100.0,21.28,23.72,QPSO,18.81,22.86,QPSO
77,92382,12,3,117.8,9.0,incident,33,46,11.43,11.43,9.93,390.86,12.83,100.0,10.86,10.86,9.86,387.25,9.52,100.0,15.87,15.87,14.37,556.98,0.01,100.0,-5.3,-0.76,Classical PSO,27.96,30.88,QPSO
78,49571,9,5,70.8,13.0,uniform,33,36,10.9,10.9,8.9,374.48,8.28,100.0,11.01,11.01,9.01,386.18,8.21,100.0,12.52,12.52,10.52,452.63,0.01,100.0,1.03,1.26,QPSO,12.9,15.35,QPSO
79,84307,15,6,96.1,17.5,incident,28,44,13.96,13.96,11.96,450.78,15.38,100.0,15.72,15.72,13.72,521.36,12.31,100.0,16.8,16.8,14.8,529.6,0.01,100.0,11.2,12.83,QPSO,16.92,19.21,QPSO
80,71539,15,6,96.1,17.5,rush_hour,30,32,12.7,12.7,11.2,427.73,13.37,100.0,13.64,13.64,11.64,432.8,8.42,100.0,13.63,13.63,12.13,479.74,0.0,100.0,6.93,3.83,QPSO,6.86,7.7,QPSO
81,12359,12,5,84.6,17.5,incident,32,35,13.07,13.07,11.07,434.71,14.2,100.0,13.07,13.07,11.07,434.71,10.29,100.0,17.2,17.2,15.2,614.57,0.01,100.0,0.0,0.0,Tie,24.0,27.16,QPSO
82,4761,15,5,80.9,9.0,rush_hour,30,33,15.22,15.22,13.22,485.36,12.04,100.0,16.2,16.2,14.2,534.65,9.25,100.0,16.9,16.9,14.9,513.73,0.01,100.0,6.0,6.84,QPSO,9.9,11.23,QPSO
83,79139,12,4,101.0,8.0,uniform,33,40,11.58,11.58,10.08,403.44,9.92,100.0,10.73,10.73,9.23,417.27,9.41,100.0,13.54,13.54,12.04,512.31,0.01,100.0,-7.95,-9.24,Classical PSO,14.51,16.32,QPSO
84,73768,11,6,108.8,13.0,uniform,22,34,12.02,12.02,10.52,473.11,9.32,100.0,11.07,11.07,9.57,412.42,7.88,100.0,13.61,13.61,12.11,536.34,0.0,100.0,-8.62,-9.97,Classical PSO,11.67,13.12,QPSO
85,30045,14,6,88.4,9.0,rush_hour,31,38,20.19,20.19,18.19,616.8,12.06,100.0,20.48,20.48,17.98,677.86,7.35,100.0,24.96,24.96,22.96,841.8,0.01,100.0,1.45,-1.13,QPSO,19.12,20.78,QPSO
86,98771,16,6,91.1,9.0,rush_hour,28,32,19.19,19.19,17.19,573.76,11.18,100.0,21.38,21.38,19.38,623.59,8.45,100.0,20.49,20.49,18.49,600.73,0.01,100.0,10.24,11.3,QPSO,6.34,7.03,QPSO
87,16814,11,6,77.2,18.0,uniform,26,31,10.42,10.42,8.92,347.18,9.75,100.0,10.12,10.12,8.62,330.27,7.45,100.0,11.55,11.55,10.05,398.43,0.01,100.0,-2.92,-3.43,Classical PSO,9.77,11.23,QPSO
88,97810,15,6,113.5,17.5,rush_hour,23,31,13.96,13.96,12.46,519.44,10.25,100.0,13.77,13.77,12.27,512.16,7.62,100.0,16.51,16.51,15.01,628.68,0.01,100.0,-1.4,-1.57,Classical PSO,15.42,16.96,QPSO
89,39829,11,4,80.8,18.0,incident,24,33,14.11,14.11,12.61,507.42,11.75,100.0,14.87,14.87,12.87,473.76,8.96,100.0,16.61,16.61,15.11,583.22,0.01,100.0,5.08,1.99,QPSO,15.05,16.54,QPSO
90,6965,8,3,111.8,18.0,rush_hour,23,25,7.49,7.49,6.49,281.03,8.17,100.0,7.98,7.98,6.98,336.46,6.98,100.0,9.67,9.67,8.67,422.73,0.01,100.0,6.21,7.1,QPSO,22.57,25.17,QPSO
91,76243,12,5,98.7,8.5,uniform,28,40,11.37,11.37,9.87,445.1,12.07,100.0,11.77,11.77,10.27,465.77,9.7,100.0,12.71,12.71,11.21,556.12,0.01,100.0,3.38,3.87,QPSO,10.48,11.89,QPSO
92,15953,9,3,99.5,8.5,uniform,29,27,10.8,10.8,9.3,362.83,16.68,100.0,10.8,10.8,9.3,362.83,12.37,100.0,12.4,12.4,10.9,374.25,0.0,100.0,0.0,0.0,Tie,12.96,14.74,QPSO
93,33530,9,4,106.4,17.5,rush_hour,34,39,9.86,9.86,8.86,327.14,17.29,100.0,9.65,9.65,8.65,310.67,14.39,100.0,11.01,11.01,10.01,393.96,0.0,100.0,-2.12,-2.36,Classical PSO,10.47,11.52,QPSO
94,39974,17,5,88.3,17.5,incident,23,49,15.05,15.05,13.05,563.21,21.11,100.0,16.51,16.51,14.01,574.33,14.63,100.0,18.5,18.5,16.5,731.57,0.01,100.0,8.83,6.84,QPSO,18.65,20.91,QPSO
95,28235,18,6,85.9,8.5,uniform,25,42,14.68,14.68,12.18,482.01,19.49,100.0,15.86,15.86,13.36,549.71,11.56,100.0,17.66,17.66,15.16,632.92,0.01,100.0,7.43,8.82,QPSO,16.91,19.7,QPSO
96,10838,10,6,94.5,9.0,uniform,27,34,10.65,10.65,9.15,442.75,11.01,100.0,10.38,10.38,8.88,427.21,8.54,100.0,14.75,14.75,13.25,625.31,0.01,100.0,-2.61,-3.06,Classical PSO,27.79,30.94,QPSO
97,93662,12,5,74.3,9.0,incident,26,38,15.51,15.51,13.51,497.33,10.82,100.0,15.51,15.51,13.51,497.33,7.28,100.0,19.26,19.26,17.26,686.24,0.0,100.0,-0.0,-0.0,Tie,19.43,21.69,QPSO
98,16043,16,5,108.9,8.5,uniform,21,30,16.25,16.25,14.75,640.36,8.42,100.0,16.44,16.44,14.44,562.63,7.47,100.0,18.91,18.91,17.41,673.82,0.01,100.0,1.16,-2.15,QPSO,14.06,15.27,QPSO
99,41319,17,6,96.3,18.0,rush_hour,32,33,14.57,14.57,12.57,474.97,14.31,100.0,17.86,17.86,15.86,576.9,6.73,100.0,22.46,22.46,20.46,760.5,0.01,100.0,18.42,20.74,QPSO,35.12,38.55,QPSO
100,66597,16,5,96.3,13.0,incident,30,44,14.06,14.06,12.06,534.08,16.77,100.0,16.45,16.45,14.45,615.72,10.82,100.0,17.86,17.86,15.86,669.78,0.01,100.0,14.56,16.58,QPSO,21.28,23.97,QPSO
101,33816,8,3,83.7,18.0,rush_hour,21,49,8.82,8.82,7.82,326.17,12.28,100.0,8.82,8.82,7.82,326.17,10.84,100.0,8.9,8.9,7.9,304.9,0.0,100.0,0.0,0.0,Tie,0.93,1.05,QPSO
102,23962,15,4,125.0,17.5,rush_hour,35,27,13.15,13.15,11.65,514.33,10.71,100.0,13.9,13.9,12.4,543.5,7.07,100.0,17.43,17.43,15.93,724.06,0.01,100.0,5.4,6.05,QPSO,24.56,26.87,QPSO
103,62605,13,6,90.0,8.0,uniform,30,38,11.2,11.2,9.7,441.1,13.95,100.0,12.28,12.28,10.78,485.75,9.92,100.0,13.46,13.46,11.96,513.36,0.01,100.0,8.78,10.0,QPSO,16.8,18.91,QPSO
104,91921,15,5,109.8,17.5,uniform,34,27,12.35,12.35,10.85,453.55,8.4,100.0,11.87,11.87,10.37,426.6,5.89,100.0,13.6,13.6,12.1,496.4,0.01,100.0,-4.08,-4.67,Classical PSO,9.2,10.34,QPSO
105,42224,12,5,77.0,17.5,uniform,34,38,14.98,14.98,12.98,487.48,10.2,100.0,14.98,14.98,12.98,487.48,7.58,100.0,16.18,16.18,14.18,534.88,0.01,100.0,0.0,0.0,Tie,7.39,8.44,QPSO
106,8104,11,6,107.4,18.0,rush_hour,21,31,9.73,9.73,8.23,347.65,7.89,100.0,10.4,10.4,8.9,386.01,6.19,100.0,12.98,12.98,11.48,475.35,0.0,100.0,6.42,7.5,QPSO,25.04,28.31,QPSO
107,36003,16,5,125.7,18.0,rush_hour,23,25,13.65,13.65,11.65,546.33,7.53,100.0,15.96,15.96,14.46,672.33,5.23,100.0,16.26,16.26,14.76,718.61,0.01,100.0,14.5,19.47,QPSO,16.1,21.12,QPSO
108,83578,17,5,112.6,17.5,uniform,33,27,15.19,15.19,13.19,469.1,8.93,100.0,16.56,16.56,14.56,522.02,5.21,100.0,18.46,18.46,16.46,618.22,0.01,100.0,8.28,9.41,QPSO,17.7,19.85,QPSO
109,30451,9,3,126.8,13.0,incident,29,41,10.49,10.49,9.49,356.96,9.53,100.0,10.55,10.55,9.55,356.01,9.23,100.0,11.77,11.77,10.77,410.27,0.01,100.0,0.5,0.55,QPSO,10.86,11.87,QPSO
110,93459,12,6,120.1,8.5,rush_hour,24,37,18.02,18.02,16.52,441.08,8.48,100.0,20.64,20.64,19.14,502.71,8.22,100.0,23.16,23.16,21.66,544.55,0.01,100.0,12.71,13.7,QPSO,22.21,23.74,QPSO
111,25983,17,5,121.8,13.0,rush_hour,28,25,15.07,15.07,13.07,498.3,9.41,100.0,18.02,18.02,16.02,658.17,5.43,100.0,19.1,19.1,17.1,653.88,0.01,100.0,16.34,18.38,QPSO,21.07,23.54,QPSO
112,38072,12,6,121.9,17.5,rush_hour,31,35,11.9,11.9,10.4,414.69,9.18,100.0,12.33,12.33,10.83,420.05,8.65,100.0,15.18,15.18,13.68,546.19,0.0,100.0,3.54,4.03,QPSO,21.65,24.03,QPSO
113,73340,16,6,97.3,8.5,incident,27,43,16.54,16.54,14.54,546.83,15.03,100.0,19.02,19.02,17.02,656.92,9.56,100.0,20.06,20.06,18.06,698.34,0.01,100.0,13.06,14.59,QPSO,17.56,19.51,QPSO
114,51196,11,6,72.6,13.0,incident,32,37,13.02,13.02,11.02,485.1,13.08,100.0,13.77,13.77,11.77,502.3,8.67,100.0,16.86,16.86,14.86,642.59,0.0,100.0,5.44,6.37,QPSO,22.81,25.88,QPSO
115,87991,18,5,99.7,8.5,incident,30,28,16.18,16.18,14.18,582.93,11.04,100.0,18.06,18.06,15.56,633.14,7.79,100.0,21.9,21.9,19.9,806.29,0.01,100.0,10.39,8.85,QPSO,26.11,28.73,QPSO
116,58711,9,4,70.9,13.0,incident,24,27,9.1,9.1,7.6,325.83,6.63,100.0,9.31,9.31,7.81,338.18,5.01,100.0,12.47,12.47,10.97,466.45,0.01,100.0,2.28,2.72,QPSO,27.03,30.73,QPSO
117,62537,12,6,107.4,18.0,uniform,30,46,11.63,11.63,10.13,402.47,12.74,100.0,11.81,11.81,10.31,402.27,11.08,100.0,16.39,16.39,14.89,596.4,0.01,100.0,1.54,1.76,QPSO,29.07,32.0,QPSO
118,70942,14,5,107.6,17.5,uniform,22,32,13.39,13.39,11.89,428.54,11.97,100.0,13.69,13.69,12.19,460.1,7.1,100.0,14.51,14.51,13.01,505.27,0.01,100.0,2.18,2.45,QPSO,7.74,8.64,QPSO
119,83727,18,6,129.8,8.0,rush_hour,23,49,17.02,17.02,15.02,469.24,15.76,100.0,18.62,18.62,16.62,567.97,12.67,100.0,24.4,24.4,22.4,779.81,0.01,100.0,8.58,9.61,QPSO,30.24,32.95,QPSO
120,84066,9,5,80.0,8.0,uniform,30,50,9.75,9.75,8.25,355.19,13.44,100.0,9.75,9.75,8.25,355.19,11.42,100.0,12.07,12.07,10.57,464.86,0.0,100.0,0.0,0.0,Tie,19.18,21.91,QPSO
121,8355,12,4,92.5,8.5,incident,33,43,11.67,11.67,10.17,396.15,16.55,100.0,13.41,13.41,11.91,523.86,9.58,100.0,14.74,14.74,13.24,566.87,0.0,100.0,12.99,14.62,QPSO,20.85,23.22,QPSO
122,90364,10,6,80.5,13.0,incident,27,40,10.15,10.15,8.65,329.76,11.16,100.0,10.35,10.35,8.85,379.89,7.85,100.0,11.9,11.9,10.4,426.65,0.0,100.0,1.85,2.16,QPSO,14.66,16.78,QPSO
123,77435,10,5,97.7,13.0,rush_hour,20,50,9.4,9.4,7.9,323.78,21.81,100.0,10.41,10.41,8.91,354.11,14.78,100.0,11.26,11.26,9.76,420.21,0.01,100.0,9.71,11.35,QPSO,16.54,19.09,QPSO
124,61981,12,6,74.4,17.5,rush_hour,33,47,16.87,16.87,14.87,580.38,18.19,100.0,16.7,16.7,14.7,570.97,17.6,100.0,16.95,16.95,14.95,600.56,0.0,100.0,-1.02,-1.16,Classical PSO,0.48,0.54,QPSO
125,33780,15,6,82.0,13.0,uniform,27,37,14.81,14.81,12.81,537.79,16.57,100.0,14.52,14.52,12.52,551.38,12.31,100.0,17.02,17.02,15.02,609.3,0.01,100.0,-2.03,-2.35,Classical PSO,12.98,14.7,QPSO
126,75963,13,5,129.6,8.0,incident,32,33,15.49,15.49,13.99,547.93,13.12,100.0,15.53,15.53,14.03,522.76,9.59,100.0,16.63,16.63,15.13,581.12,0.0,100.0,0.21,0.23,QPSO,6.83,7.51,QPSO
127,2061,17,6,124.6,13.0,rush_hour,27,44,14.99,14.99,13.49,576.45,13.89,100.0,17.4,17.4,15.4,745.21,10.17,100.0,18.38,18.38,16.88,765.11,0.01,100.0,13.83,12.38,QPSO,18.44,20.07,QPSO
128,47179,11,4,107.3,18.0,uniform,21,34,11.73,11.73,10.23,414.46,11.94,100.0,12.67,12.67,11.17,474.28,6.31,100.0,12.31,12.31,10.81,442.54,0.0,100.0,7.38,8.38,QPSO,4.71,5.37,QPSO
129,58779,8,2,113.9,9.0,rush_hour,33,30,10.75,10.75,9.75,309.83,10.04,100.0,10.75,10.75,9.75,309.83,8.45,100.0,12.51,12.51,11.51,373.49,0.0,100.0,0.0,0.0,Tie,14.11,15.33,QPSO
130,27318,10,5,101.9,8.5,rush_hour,35,50,16.79,16.79,15.29,371.11,18.52,100.0,17.83,17.83,16.33,460.55,13.42,100.0,20.04,20.04,18.54,484.11,0.01,100.0,5.85,6.38,QPSO,16.21,17.52,QPSO
131,39684,13,4,98.1,8.5,uniform,32,50,11.66,11.66,10.16,438.59,21.75,100.0,12.5,12.5,11.0,431.76,13.95,100.0,13.95,13.95,12.45,547.4,0.01,100.0,6.72,7.63,QPSO,16.42,18.39,QPSO
132,74048,13,3,117.4,9.0,incident,23,39,13.88,13.88,12.38,509.84,12.79,100.0,13.88,13.88,12.38,509.84,10.32,100.0,16.33,16.33,14.83,616.6,0.01,100.0,0.0,0.0,Tie,15.03,16.55,QPSO
133,49311,18,6,105.1,8.0,incident,27,40,17.39,17.39,15.39,613.71,13.61,100.0,19.2,19.2,17.2,652.55,7.99,100.0,20.42,20.42,18.42,703.78,0.0,100.0,9.45,10.55,QPSO,14.84,16.46,QPSO
134,4280,17,4,124.9,18.0,uniform,34,47,14.75,14.75,12.75,588.78,20.19,100.0,13.63,13.63,12.13,545.31,8.88,100.0,17.75,17.75,16.25,712.06,0.01,100.0,-8.2,-5.09,Classical PSO,16.89,21.53,QPSO
135,40608,18,6,77.0,8.0,rush_hour,35,28,19.99,19.99,17.49,612.38,9.86,100.0,23.69,23.69,20.69,730.13,7.37,100.0,23.5,23.5,21.0,751.59,0.01,100.0,15.59,15.44,QPSO,14.91,16.68,QPSO
136,13739,11,5,93.3,18.0,incident,33,43,12.65,12.65,11.15,505.45,13.5,100.0,12.32,12.32,10.82,460.28,10.61,100.0,16.77,16.77,15.27,687.49,0.01,100.0,-2.65,-3.02,Classical PSO,24.55,26.96,QPSO
137,98290,10,6,109.3,17.5,rush_hour,28,26,9.64,9.64,8.64,363.36,9.12,100.0,10.01,10.01,9.01,341.91,6.94,100.0,12.18,12.18,11.18,413.23,0.01,100.0,3.75,4.16,QPSO,20.84,22.71,QPSO
138,91476,13,4,96.6,9.0,uniform,31,42,10.98,10.98,9.48,411.3,15.62,100.0,10.79,10.79,9.29,376.29,11.24,100.0,13.35,13.35,11.85,506.79,0.01,100.0,-1.7,-1.98,Classical PSO,17.77,20.02,QPSO
139,85518,13,4,93.9,8.0,rush_hour,22,46,14.14,14.14,12.64,395.05,12.09,100.0,17.35,17.35,15.35,521.47,10.92,100.0,15.82,15.82,14.32,440.33,0.01,100.0,18.5,17.65,QPSO,10.64,11.76,QPSO
140,28801,18,7,73.0,8.5,uniform,26,27,21.54,21.54,18.54,690.89,10.25,100.0,23.52,23.52,20.52,793.1,6.48,100.0,27.67,27.67,24.67,955.92,0.01,100.0,8.43,9.66,QPSO,22.15,24.85,QPSO
141,73641,11,4,118.8,9.0,uniform,20,33,10.42,10.42,9.42,436.7,9.55,100.0,11.49,11.49,10.49,424.94,7.99,100.0,11.23,11.23,10.23,483.14,0.01,100.0,9.33,10.22,QPSO,7.24,7.95,QPSO
142,19964,10,3,117.9,18.0,uniform,24,25,6.93,6.93,5.93,270.28,6.96,100.0,7.95,7.95,6.45,283.97,6.12,100.0,9.46,9.46,8.46,378.62,0.0,100.0,12.82,8.05,QPSO,26.72,29.88,QPSO
143,47955,11,5,70.9,8.0,uniform,33,41,14.6,14.6,12.6,471.49,13.93,100.0,14.44,14.44,12.44,482.89,10.5,100.0,17.54,17.54,15.54,561.01,0.01,100.0,-1.05,-1.22,Classical PSO,16.77,18.93,QPSO
144,15896,9,5,96.9,17.5,incident,23,39,8.6,8.6,7.1,314.71,12.11,100.0,7.57,7.57,6.57,298.69,10.38,100.0,10.91,10.91,9.41,429.83,0.0,100.0,-13.63,-8.09,Classical PSO,21.17,24.54,QPSO
145,67039,11,5,113.6,13.0,incident,20,26,11.52,11.52,10.02,447.7,9.08,100.0,11.44,11.44,9.94,404.35,6.56,100.0,12.91,12.91,11.41,460.59,0.0,100.0,-0.68,-0.79,Classical PSO,10.74,12.15,QPSO
146,63781,14,5,111.2,18.0,rush_hour,22,27,12.03,12.03,10.53,459.46,9.56,100.0,12.1,12.1,10.6,472.75,6.91,100.0,14.32,14.32,12.82,507.09,0.03,100.0,0.55,0.63,QPSO,15.98,17.85,QPSO
147,43219,17,6,73.9,17.5,incident,30,37,23.31,23.31,20.81,792.96,15.57,100.0,21.78,21.78,19.28,766.81,9.3,100.0,24.45,24.45,21.95,864.67,0.01,100.0,-7.04,-7.96,Classical PSO,4.66,5.19,QPSO
148,79301,16,6,97.2,8.0,incident,23,45,16.82,16.82,14.82,589.92,14.3,100.0,17.85,17.85,15.85,639.35,8.45,100.0,21.94,21.94,19.94,801.2,0.01,100.0,5.79,6.52,QPSO,23.33,25.67,QPSO
149,86316,16,5,95.8,13.0,rush_hour,34,37,13.11,13.11,11.11,465.23,15.35,100.0,14.67,14.67,12.67,550.6,9.2,100.0,15.02,15.02,13.02,539.38,0.01,100.0,10.65,12.33,QPSO,12.75,14.7,QPSO
150,55524,9,5,95.6,9.0,uniform,35,27,12.35,12.35,10.85,462.67,6.72,100.0,12.35,12.35,10.85,462.67,6.53,100.0,15.22,15.22,13.72,583.22,0.0,100.0,0.0,0.0,Tie,18.85,20.92,QPSO
151,12957,9,5,95.9,8.5,incident,21,43,10.99,10.99,9.99,381.56,11.93,100.0,10.25,10.25,9.25,351.11,10.56,100.0,11.13,11.13,10.13,390.01,0.0,100.0,-7.14,-7.91,Classical PSO,1.33,1.46,QPSO
152,74608,16,5,110.2,9.0,incident,33,48,12.11,12.11,10.61,444.54,18.97,100.0,13.52,13.52,12.02,535.18,12.3,100.0,15.55,15.55,14.05,601.01,0.01,100.0,10.46,11.77,QPSO,22.12,24.48,QPSO
153,7743,12,6,91.1,17.5,uniform,24,46,11.55,11.55,10.05,402.11,11.93,100.0,12.93,12.93,11.43,471.77,9.29,100.0,13.96,13.96,12.46,507.11,0.01,100.0,10.64,12.04,QPSO,17.24,19.31,QPSO
154,64201,11,6,91.0,9.0,uniform,28,43,10.52,10.52,9.02,351.97,10.13,100.0,12.32,12.32,10.82,398.4,9.95,100.0,12.43,12.43,10.93,385.48,0.0,100.0,14.64,16.67,QPSO,15.36,17.47,QPSO
155,30643,14,6,106.5,18.0,rush_hour,20,30,13.52,13.52,12.02,490.91,10.43,100.0,16.36,16.36,14.86,638.62,8.78,100.0,15.05,15.05,13.55,569.86,0.01,100.0,17.37,19.12,QPSO,10.16,11.28,QPSO
156,36818,12,4,91.1,8.5,incident,32,27,13.83,13.83,11.83,488.55,8.89,100.0,14.05,14.05,12.05,506.55,8.03,100.0,17.84,17.84,15.84,604.07,0.01,100.0,1.57,1.83,QPSO,22.47,25.31,QPSO
157,19595,18,6,75.5,13.0,rush_hour,34,35,20.16,20.16,17.16,782.12,17.25,100.0,22.82,22.82,19.82,862.24,10.15,100.0,24.78,24.78,21.78,937.11,0.01,100.0,11.68,13.45,QPSO,18.67,21.24,QPSO
158,21631,13,3,113.3,8.0,uniform,25,49,12.76,12.76,11.26,442.97,14.72,100.0,13.8,13.8,12.3,481.55,13.05,100.0,14.51,14.51,13.01,546.31,0.01,100.0,7.6,8.52,QPSO,12.08,13.47,QPSO
159,81981,8,6,86.3,13.0,incident,34,38,10.42,10.42,9.42,367.77,13.01,100.0,10.42,10.42,9.42,367.77,9.61,100.0,12.06,12.06,11.06,434.85,0.0,100.0,0.0,0.0,Tie,13.59,14.82,QPSO
160,36804,11,4,90.7,9.0,incident,35,41,11.49,11.49,9.99,382.11,16.7,100.0,12.48,12.48,10.98,403.46,12.8,100.0,19.04,19.04,17.54,656.07,0.01,100.0,7.95,9.03,QPSO,39.67,43.06,QPSO
161,88442,12,6,83.2,8.0,uniform,26,34,12.18,12.18,10.68,447.68,11.59,100.0,12.83,12.83,11.33,527.33,9.61,100.0,14.19,14.19,12.69,583.75,0.01,100.0,5.06,5.73,QPSO,14.16,15.83,QPSO
162,28686,10,3,87.4,8.0,rush_hour,33,30,13.9,13.9,12.4,440.12,10.86,100.0,13.9,13.9,12.4,440.12,8.04,100.0,15.17,15.17,13.67,534.56,0.01,100.0,-0.0,-0.0,Tie,8.38,9.3,QPSO
163,17932,14,6,100.0,9.0,uniform,32,48,15.02,15.02,13.52,577.38,18.83,100.0,14.64,14.64,13.14,520.96,9.54,100.0,16.46,16.46,14.96,662.53,0.0,100.0,-2.59,-2.88,Classical PSO,8.77,9.65,QPSO
164,6544,14,4,97.6,9.0,incident,33,43,13.12,13.12,11.62,413.88,17.29,100.0,13.09,13.09,11.59,417.15,11.93,100.0,14.96,14.96,13.46,527.57,0.01,100.0,-0.21,-0.24,Classical PSO,12.33,13.71,QPSO
165,54008,18,6,87.4,8.0,rush_hour,25,50,25.78,25.78,23.28,727.42,17.29,100.0,29.95,29.95,26.95,836.11,11.09,100.0,31.12,31.12,28.62,928.42,0.01,100.0,13.91,13.61,QPSO,17.15,18.64,QPSO
166,82018,15,5,75.3,8.5,rush_hour,32,41,16.97,16.97,14.97,516.25,12.58,100.0,16.41,16.41,13.91,498.46,7.75,100.0,17.0,17.0,15.0,509.25,0.0,100.0,-3.42,-7.63,Classical PSO,0.2,0.23,QPSO
167,11308,14,4,114.7,9.0,uniform,22,41,12.37,12.37,10.87,480.39,13.17,100.0,13.92,13.92,12.42,540.18,9.19,100.0,13.85,13.85,12.35,536.08,0.0,100.0,11.09,12.43,QPSO,10.69,11.99,QPSO
168,83998,9,4,124.4,9.0,incident,24,32,10.04,10.04,9.04,362.01,7.58,100.0,10.04,10.04,9.04,362.01,8.32,100.0,14.19,14.19,13.19,515.91,0.0,100.0,0.0,0.0,Tie,29.21,31.42,QPSO
169,14474,10,6,81.8,8.5,incident,22,30,9.47,9.47,7.97,291.08,8.72,100.0,11.17,11.17,9.67,377.67,7.55,100.0,14.08,14.08,12.58,501.45,0.0,100.0,15.24,17.6,QPSO,32.78,36.69,QPSO
170,83306,15,6,115.3,13.0,incident,30,45,13.24,13.24,11.74,475.49,16.05,100.0,14.2,14.2,12.7,478.11,8.59,100.0,15.93,15.93,14.43,590.27,0.01,100.0,6.71,7.5,QPSO,16.84,18.59,QPSO
171,42436,10,5,74.1,18.0,rush_hour,28,43,10.1,10.1,8.6,328.26,12.82,100.0,10.38,10.38,8.88,341.87,10.88,100.0,10.88,10.88,9.38,363.46,0.01,100.0,2.69,3.14,QPSO,7.19,8.34,QPSO
172,8362,13,5,88.6,8.0,uniform,31,34,13.01,13.01,11.01,432.55,11.01,100.0,14.87,14.87,12.87,497.83,6.85,100.0,16.55,16.55,14.55,567.59,0.01,100.0,12.5,14.44,QPSO,21.39,24.33,QPSO
173,11057,18,6,106.9,13.0,incident,21,39,15.91,15.91,13.91,613.44,11.06,100.0,19.06,19.06,17.06,665.91,10.14,100.0,22.18,22.18,20.18,874.38,0.01,100.0,16.49,18.42,QPSO,28.25,31.05,QPSO
174,75928,18,6,89.3,17.5,uniform,21,39,18.11,18.11,15.61,680.43,11.58,100.0,20.43,20.43,17.43,791.63,8.4,100.0,21.46,21.46,18.96,867.26,0.01,100.0,11.39,10.48,QPSO,15.63,17.69,QPSO
175,14566,13,4,100.3,8.0,uniform,34,39,13.11,13.11,11.61,448.31,12.34,100.0,15.59,15.59,14.09,555.47,7.4,100.0,16.14,16.14,14.64,600.74,0.01,100.0,15.91,17.61,QPSO,18.79,20.71,QPSO
176,69690,16,6,91.8,13.0,rush_hour,30,46,14.75,14.75,12.75,476.96,15.79,100.0,17.1,17.1,15.1,557.81,11.25,100.0,19.4,19.4,17.4,729.49,0.01,100.0,13.77,15.59,QPSO,23.96,26.71,QPSO
177,79366,8,3,74.0,17.5,incident,32,34,9.44,9.44,7.94,332.55,11.49,100.0,9.61,9.61,8.11,315.33,10.03,100.0,10.62,10.62,9.12,372.9,0.0,100.0,1.73,2.05,QPSO,11.14,12.97,QPSO
178,34029,18,5,90.0,9.0,rush_hour,32,29,21.02,21.02,18.52,586.38,11.48,100.0,23.86,23.86,21.36,713.0,9.51,100.0,28.33,28.33,25.83,793.98,0.01,100.0,11.9,13.3,QPSO,25.79,28.28,QPSO
179,78993,9,5,103.5,8.5,incident,22,45,10.77,10.77,9.27,441.0,16.2,100.0,9.68,9.68,8.68,396.87,12.77,100.0,13.81,13.81,12.81,612.99,0.01,100.0,-11.3,-6.84,Classical PSO,22.01,27.63,QPSO
180,88878,14,6,71.1,8.5,uniform,30,49,13.01,13.01,11.01,529.66,16.57,100.0,13.76,13.76,11.76,530.86,11.68,100.0,14.86,14.86,12.86,590.95,0.01,100.0,5.43,6.36,QPSO,12.42,14.35,QPSO
181,64736,11,4,130.0,8.0,rush_hour,23,41,17.35,17.35,15.85,364.04,13.77,100.0,20.88,20.88,19.38,466.59,10.81,100.0,22.22,22.22,20.72,463.31,0.01,100.0,16.94,18.25,QPSO,21.93,23.52,QPSO
182,71748,16,6,109.7,8.5,incident,32,29,15.91,15.91,13.91,570.97,8.66,100.0,17.32,17.32,15.32,548.51,7.35,100.0,18.79,18.79,16.79,696.9,0.01,100.0,8.16,9.23,QPSO,15.33,17.16,QPSO
183,22266,10,3,113.3,13.0,rush_hour,27,39,8.93,8.93,7.93,297.81,12.39,100.0,8.53,8.53,7.53,276.47,9.5,100.0,11.22,11.22,10.22,369.39,0.0,100.0,-4.71,-5.33,Classical PSO,20.4,22.4,QPSO
184,81031,12,4,84.0,9.0,rush_hour,26,36,14.76,14.76,12.76,390.91,10.69,100.0,17.36,17.36,15.36,467.6,9.85,100.0,18.32,18.32,16.32,577.72,0.01,100.0,14.96,16.9,QPSO,19.43,21.81,QPSO
185,89907,17,6,97.7,13.0,incident,33,30,17.02,17.02,14.52,640.77,9.79,100.0,16.55,16.55,14.05,595.32,8.95,100.0,21.48,21.48,18.98,815.33,0.01,100.0,-2.85,-3.36,Classical PSO,20.77,23.51,QPSO
