Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
186,27174,17,4,122.4,18.0,rush_hour,31,42,13.15,13.15,11.15,466.89,20.07,100.0,15.17,15.17,13.17,570.25,9.75,100.0,15.73,15.73,13.73,600.37,0.01,100.0,13.33,15.35,QPSO,16.41,18.8,QPSO
187,14446,16,5,87.1,9.0,rush_hour,24,38,22.25,22.25,19.75,618.73,19.32,100.0,23.24,23.24,20.74,654.18,9.23,100.0,26.05,26.05,23.55,695.05,0.01,100.0,4.29,4.81,QPSO,14.6,16.15,QPSO
188,13021,11,3,123.1,13.0,uniform,32,41,10.11,10.11,9.11,369.56,10.82,100.0,11.65,11.65,10.15,369.54,12.3,100.0,11.82,11.82,10.82,454.55,0.01,100.0,13.26,10.3,QPSO,14.49,15.83,QPSO
189,50015,11,5,129.7,8.5,uniform,30,28,9.81,9.81,8.81,381.59,10.85,100.0,8.52,8.52,7.52,326.04,8.23,100.0,11.34,11.34,10.34,445.08,0.01,100.0,-15.19,-17.21,Classical PSO,13.49,14.8,QPSO
190,94677,18,4,117.5,8.0,rush_hour,35,47,21.39,21.39,19.39,611.01,17.66,100.0,26.06,26.06,24.06,750.75,10.74,100.0,24.37,24.37,22.37,709.89,0.01,100.0,17.93,19.42,QPSO,12.23,13.33,QPSO
191,19191,15,4,106.9,8.0,rush_hour,26,29,29.72,29.72,27.72,609.85,9.64,100.0,34.49,34.49,32.49,789.22,6.96,100.0,34.41,34.41,32.41,713.51,0.01,100.0,13.84,14.69,QPSO,13.62,14.46,QPSO
192,72932,17,6,76.7,8.5,rush_hour,23,26,30.9,30.9,28.4,765.36,10.03,100.0,33.17,33.17,30.17,827.26,6.7,100.0,31.63,31.63,29.13,765.71,0.01,100.0,6.84,5.87,QPSO,2.32,2.52,QPSO
193,32252,14,6,73.8,17.5,incident,20,45,15.97,15.97,13.47,572.05,12.15,100.0,16.03,16.03,13.53,577.57,9.66,100.0,18.1,18.1,15.6,650.61,0.01,100.0,0.39,0.46,QPSO,11.79,13.68,QPSO
194,68551,17,5,113.1,13.0,uniform,31,32,17.55,17.55,15.55,621.42,10.65,100.0,20.77,20.77,18.77,782.3,7.5,100.0,20.97,20.97,18.97,804.69,0.01,100.0,15.5,17.15,QPSO,16.29,18.01,QPSO
195,75798,14,4,109.9,17.5,rush_hour,22,41,10.42,10.42,8.92,396.2,10.17,100.0,11.71,11.71,9.71,450.36,9.62,100.0,13.96,13.96,12.46,599.26,0.01,100.0,10.95,8.06,QPSO,25.35,28.4,QPSO
196,72313,16,6,93.4,8.0,incident,32,36,19.05,19.05,17.05,584.62,12.7,100.0,21.65,21.65,19.65,706.21,9.67,100.0,21.32,21.32,19.32,648.21,0.01,100.0,11.98,13.2,QPSO,10.65,11.75,QPSO
197,34246,8,4,117.3,8.5,incident,23,49,9.19,9.19,8.19,307.85,12.49,100.0,10.07,10.07,9.07,322.7,10.87,100.0,10.23,10.23,9.23,330.47,0.0,100.0,8.72,9.68,QPSO,10.13,11.23,QPSO
198,77271,13,6,72.7,18.0,uniform,34,47,13.51,13.51,11.51,509.22,17.73,100.0,13.36,13.36,11.36,454.24,10.63,100.0,14.29,14.29,12.29,487.89,0.0,100.0,-1.16,-1.36,Classical PSO,5.46,6.35,QPSO
199,63722,18,4,118.7,18.0,rush_hour,21,34,17.56,17.56,15.56,689.79,9.63,100.0,16.72,16.72,14.72,645.69,8.73,100.0,53841.89,53841.89,16.13,711.89,0.01,0.0,-4.98,-5.66,Classical PSO,99.97,3.57,QPSO
200,27422,8,4,123.1,9.0,incident,32,42,8.89,8.89,7.89,349.65,10.7,100.0,9.27,9.27,8.27,321.69,8.55,100.0,10.09,10.09,9.09,346.37,0.0,100.0,4.1,4.59,QPSO,11.93,13.24,QPSO
201,63049,12,4,115.2,9.0,rush_hour,21,45,14.24,14.24,12.74,399.37,13.66,100.0,16.6,16.6,15.1,511.76,10.51,100.0,14.68,14.68,13.18,452.08,0.0,100.0,14.22,15.63,QPSO,3.04,3.38,QPSO
202,44506,12,6,118.0,13.0,incident,34,37,12.07,12.07,10.57,442.04,10.0,100.0,12.78,12.78,11.28,489.26,7.14,100.0,15.51,15.51,14.01,639.43,0.0,100.0,5.58,6.32,QPSO,22.2,24.58,QPSO
203,45438,10,5,111.5,17.5,rush_hour,22,48,9.41,9.41,7.91,383.06,11.36,100.0,10.49,10.49,9.49,434.15,11.6,100.0,11.32,11.32,10.32,483.73,0.01,100.0,10.29,16.64,QPSO,16.84,23.31,QPSO
204,56640,9,4,106.1,17.5,rush_hour,30,28,8.51,8.51,7.51,344.15,7.34,100.0,8.86,8.86,7.36,338.33,6.53,100.0,9.37,9.37,8.37,374.28,0.01,100.0,3.86,-2.15,QPSO,9.1,10.19,QPSO
205,11494,13,6,88.4,18.0,rush_hour,25,47,13.47,13.47,11.47,479.59,12.89,100.0,14.71,14.71,12.71,553.27,12.08,100.0,14.65,14.65,12.65,560.77,0.01,100.0,8.46,9.8,QPSO,8.1,9.38,QPSO
206,59183,13,6,72.5,17.5,rush_hour,28,45,12.11,12.11,9.61,447.56,16.63,100.0,12.11,12.11,9.61,447.56,10.09,100.0,14.24,14.24,11.74,517.49,0.01,100.0,0.0,0.0,Tie,14.99,18.18,QPSO
207,8518,9,4,91.8,8.0,uniform,34,26,9.1,9.1,8.1,395.01,6.49,100.0,9.1,9.1,8.1,395.01,5.93,100.0,11.68,11.68,10.68,509.75,0.0,100.0,0.0,0.0,Tie,22.05,24.12,QPSO
208,17545,9,4,116.7,9.0,rush_hour,21,44,10.34,10.34,9.34,312.63,11.03,100.0,10.34,10.34,9.34,312.63,9.25,100.0,11.67,11.67,10.67,380.59,0.0,100.0,-0.0,-0.0,Tie,11.33,12.4,QPSO
209,21111,18,5,126.9,13.0,uniform,24,41,15.63,15.63,13.63,536.22,15.36,100.0,16.64,16.64,14.64,607.04,8.07,100.0,18.48,18.48,16.98,698.56,0.01,100.0,6.04,6.86,QPSO,15.41,19.72,QPSO
210,49096,14,4,109.0,8.0,uniform,25,40,12.82,12.82,11.32,520.68,13.2,100.0,12.59,12.59,11.09,509.78,10.21,100.0,16.76,16.76,15.26,693.39,0.01,100.0,-1.81,-2.05,Classical PSO,23.49,25.8,QPSO
211,68861,14,6,85.7,18.0,rush_hour,26,44,15.39,15.39,13.39,549.77,12.31,100.0,15.13,15.13,13.13,573.83,10.2,100.0,19.52,19.52,17.52,720.38,0.01,100.0,-1.71,-1.97,Classical PSO,21.2,23.61,QPSO
212,38431,15,5,77.4,13.0,uniform,34,27,16.08,16.08,13.58,560.06,9.11,100.0,19.13,19.13,16.63,656.08,6.11,100.0,21.16,21.16,19.16,769.95,0.0,100.0,15.94,18.34,QPSO,23.98,29.1,QPSO
213,90381,13,5,112.6,9.0,uniform,25,50,13.33,13.33,11.83,434.35,15.57,100.0,14.14,14.14,12.64,480.65,12.78,100.0,15.67,15.67,14.17,555.17,0.01,100.0,5.71,6.39,QPSO,14.91,16.48,QPSO
214,48381,16,6,77.3,8.5,uniform,35,25,15.8,15.8,13.8,524.41,9.5,100.0,15.81,15.81,13.81,558.71,7.46,100.0,16.86,16.86,14.86,587.12,0.01,100.0,0.02,0.02,QPSO,6.26,7.1,QPSO
215,48303,16,5,98.0,17.5,uniform,22,34,17.85,17.85,15.85,640.67,9.1,100.0,19.94,19.94,17.44,693.29,6.34,100.0,21.47,21.47,19.47,742.98,0.0,100.0,10.5,9.13,QPSO,16.85,18.58,QPSO
216,53187,15,6,116.1,8.0,uniform,30,45,14.92,14.92,12.92,505.26,13.55,100.0,15.37,15.37,13.37,545.68,13.09,100.0,23.0,23.0,21.0,922.12,0.0,100.0,2.92,3.36,QPSO,35.12,38.46,QPSO
217,10720,15,5,110.8,8.5,incident,25,49,13.04,13.04,11.54,494.7,13.2,100.0,14.82,14.82,12.82,521.44,11.12,100.0,14.33,14.33,12.83,551.71,0.01,100.0,12.04,10.02,QPSO,9.05,10.11,QPSO
218,17912,14,4,119.9,9.0,uniform,25,35,14.49,14.49,12.99,522.9,12.45,100.0,13.65,13.65,12.15,467.85,10.61,100.0,18.08,18.08,16.58,644.17,0.0,100.0,-6.16,-6.92,Classical PSO,19.85,21.65,QPSO
219,93973,11,5,126.8,8.0,rush_hour,26,45,16.26,16.26,14.76,398.02,14.53,100.0,17.74,17.74,16.24,439.78,12.83,100.0,20.81,20.81,19.31,508.39,0.01,100.0,8.33,9.1,QPSO,21.84,23.54,QPSO
220,73199,12,3,107.5,17.5,incident,25,43,12.87,12.87,11.37,473.0,17.22,100.0,15.78,15.78,14.28,579.62,11.8,100.0,15.14,15.14,13.64,502.38,0.0,100.0,18.44,20.38,QPSO,15.0,16.64,QPSO
221,77106,10,5,109.5,17.5,uniform,20,27,9.09,9.09,8.09,353.22,7.83,100.0,9.09,9.09,8.09,353.22,7.39,100.0,11.51,11.51,10.51,506.82,0.01,100.0,0.0,0.0,Tie,21.08,23.08,QPSO
222,6958,18,6,109.1,17.5,incident,20,40,17.21,17.21,15.21,636.06,12.15,100.0,17.26,17.26,14.76,627.02,12.73,100.0,17.82,17.82,15.82,646.98,0.01,100.0,0.3,-3.04,QPSO,3.4,3.83,QPSO
223,83203,16,5,108.5,13.0,uniform,32,34,16.36,16.36,14.36,604.84,10.75,100.0,18.17,18.17,15.67,656.15,10.39,100.0,22.16,22.16,20.16,854.01,0.01,100.0,9.96,8.35,QPSO,26.16,28.76,QPSO
224,60446,9,6,79.5,13.0,rush_hour,26,35,9.68,9.68,8.68,350.97,9.51,100.0,10.71,10.71,9.71,449.79,11.41,100.0,11.66,11.66,10.66,503.93,0.0,100.0,9.62,10.61,QPSO,17.0,18.59,QPSO
225,80516,10,5,121.7,18.0,rush_hour,32,29,8.6,8.6,7.1,347.27,8.7,100.0,7.92,7.92,6.92,301.18,8.11,100.0,10.41,10.41,9.41,402.7,0.01,100.0,-8.66,-2.69,Classical PSO,17.35,24.51,QPSO
226,49567,16,6,89.1,8.0,rush_hour,34,32,28.75,28.75,26.75,689.68,11.26,100.0,25.24,25.24,23.24,511.61,8.88,100.0,31.32,31.32,29.32,767.01,0.0,100.0,-13.9,-15.1,Classical PSO,8.2,8.76,QPSO
227,19465,9,6,87.4,17.5,rush_hour,27,30,10.07,10.07,8.57,419.33,6.93,100.0,10.07,10.07,8.57,419.33,8.82,100.0,13.18,13.18,11.68,522.57,0.01,100.0,0.0,0.0,Tie,23.6,26.63,QPSO
228,43917,17,6,81.4,13.0,incident,34,40,16.95,16.95,14.45,554.32,19.18,100.0,17.14,17.14,14.64,589.91,12.17,100.0,22.2,22.2,19.7,841.44,0.01,100.0,1.1,1.28,QPSO,23.66,26.66,QPSO
229,41441,15,6,75.4,17.5,rush_hour,27,31,20.73,20.73,17.73,716.76,8.64,100.0,20.81,20.81,17.81,764.5,9.75,100.0,25.17,25.17,22.17,867.15,0.0,100.0,0.39,0.46,QPSO,17.66,20.05,QPSO
230,77460,13,6,73.0,17.5,incident,35,34,14.71,14.71,12.71,504.62,10.68,100.0,15.18,15.18,13.18,526.23,10.25,100.0,17.26,17.26,15.26,653.78,0.01,100.0,3.07,3.54,QPSO,14.79,16.72,QPSO
231,71345,8,5,95.9,18.0,rush_hour,32,36,7.61,7.61,6.61,302.69,12.64,100.0,7.61,7.61,6.61,302.69,7.19,100.0,8.53,8.53,7.53,408.41,0.01,100.0,0.0,0.0,Tie,10.79,12.23,QPSO
232,6930,14,4,104.2,9.0,incident,29,27,17.0,17.0,15.5,618.37,8.24,100.0,18.61,18.61,16.61,673.48,5.68,100.0,19.19,19.19,17.69,714.38,0.0,100.0,8.62,6.65,QPSO,11.41,12.38,QPSO
233,51639,16,5,115.9,17.5,incident,23,29,13.13,13.13,11.13,481.77,10.13,100.0,13.17,13.17,11.17,482.91,7.83,100.0,16.65,16.65,14.65,655.81,0.01,100.0,0.28,0.33,QPSO,21.14,24.03,QPSO
234,13672,14,5,117.7,17.5,rush_hour,24,31,12.16,12.16,10.66,488.95,8.14,100.0,13.53,13.53,12.03,528.97,10.49,100.0,14.78,14.78,13.28,622.41,0.01,100.0,10.17,11.44,QPSO,17.77,19.78,QPSO
235,79966,16,4,100.0,8.0,uniform,30,50,16.61,16.61,14.61,584.45,16.96,100.0,19.7,19.7,17.7,662.2,14.7,100.0,20.33,20.33,18.33,748.09,0.01,100.0,15.71,17.49,QPSO,18.33,20.33,QPSO
236,63094,16,6,78.9,9.0,incident,30,30,17.29,17.29,14.79,568.04,10.01,100.0,19.18,19.18,16.68,665.81,10.89,100.0,21.38,21.38,18.88,740.14,0.01,100.0,9.87,11.34,QPSO,19.12,21.65,QPSO
237,52505,17,6,105.6,18.0,incident,29,40,14.21,14.21,12.21,523.91,23.61,100.0,15.83,15.83,13.83,584.41,14.23,100.0,18.94,18.94,16.94,730.65,0.0,100.0,10.21,11.69,QPSO,24.97,27.91,QPSO
238,3180,13,6,110.4,17.5,rush_hour,20,44,9.15,9.15,7.65,352.54,10.96,100.0,10.69,10.69,9.19,407.08,8.28,100.0,12.91,12.91,11.41,513.51,0.01,100.0,14.38,16.72,QPSO,29.11,32.93,QPSO
239,63205,12,6,113.3,8.5,incident,32,29,11.06,11.06,9.56,353.48,11.46,100.0,13.76,13.76,12.26,430.85,9.65,100.0,12.86,12.86,11.36,414.82,0.01,100.0,19.62,22.02,QPSO,14.03,15.88,QPSO
240,90224,11,3,104.4,8.5,uniform,34,35,10.91,10.91,9.41,408.44,9.65,100.0,10.72,10.72,9.22,434.09,6.93,100.0,13.79,13.79,12.29,530.29,0.0,100.0,-1.77,-2.05,Classical PSO,20.92,23.47,QPSO
241,55890,10,6,111.4,17.5,incident,35,48,10.01,10.01,9.01,383.73,15.08,100.0,12.14,12.14,11.14,441.86,12.66,100.0,12.8,12.8,11.8,458.86,0.0,100.0,17.54,19.12,QPSO,21.78,23.62,QPSO
242,96342,8,6,101.1,9.0,incident,35,41,8.31,8.31,7.31,245.67,12.23,100.0,8.56,8.56,7.56,269.09,8.5,100.0,9.46,9.46,8.46,301.25,0.0,100.0,2.99,3.38,QPSO,12.2,13.64,QPSO
243,50391,13,6,97.6,9.0,incident,31,46,12.25,12.25,10.75,483.35,14.16,100.0,11.98,11.98,10.48,461.3,10.18,100.0,17.09,17.09,15.59,715.48,0.0,100.0,-2.21,-2.53,Classical PSO,28.35,31.08,QPSO
244,95493,18,5,106.6,8.5,rush_hour,29,32,21.15,21.15,18.65,530.7,17.58,100.0,24.8,24.8,22.8,685.18,12.2,100.0,28.62,28.62,26.12,754.0,0.01,100.0,14.71,18.19,QPSO,26.11,28.61,QPSO
245,40008,12,6,111.4,9.0,rush_hour,31,42,13.03,13.03,12.03,357.65,12.1,100.0,15.53,15.53,14.03,413.85,8.48,100.0,14.56,14.56,13.56,443.09,0.0,100.0,16.09,14.25,QPSO,10.51,11.28,QPSO
246,95589,12,6,77.3,17.5,rush_hour,32,36,15.05,15.05,13.05,590.76,11.75,100.0,15.45,15.45,13.45,587.83,11.8,100.0,17.32,17.32,15.32,621.55,0.0,100.0,2.56,2.94,QPSO,13.09,14.8,QPSO
247,20198,12,6,87.3,8.0,rush_hour,34,45,18.81,18.81,16.81,468.26,18.15,100.0,19.94,19.94,17.94,496.97,12.02,100.0,22.85,22.85,20.85,570.67,0.0,100.0,5.64,6.27,QPSO,17.68,19.38,QPSO
248,34612,15,6,82.1,17.5,incident,28,29,15.52,15.52,13.02,585.03,9.09,100.0,16.22,16.22,14.22,566.98,6.74,100.0,19.68,19.68,17.68,707.01,0.0,100.0,4.36,8.49,QPSO,21.16,26.38,QPSO
249,15316,17,6,84.5,18.0,uniform,21,28,15.53,15.53,13.03,521.29,8.15,100.0,19.02,19.02,16.52,645.77,5.87,100.0,18.35,18.35,15.85,642.6,0.0,100.0,18.34,21.12,QPSO,15.37,17.79,QPSO
250,55172,13,5,76.0,8.0,incident,25,38,15.32,15.32,13.32,541.94,14.32,100.0,16.2,16.2,13.7,568.32,12.9,100.0,17.02,17.02,15.02,612.71,0.0,100.0,5.38,2.71,QPSO,9.98,11.31,QPSO
251,86575,15,5,109.0,9.0,rush_hour,21,49,16.83,16.83,15.33,476.77,19.93,100.0,23.65,23.65,21.65,674.94,13.72,100.0,22.52,22.52,21.02,668.55,0.01,100.0,28.82,29.17,QPSO,25.26,27.06,QPSO
252,12725,18,5,102.1,8.5,rush_hour,25,26,18.58,18.58,16.58,520.18,9.77,100.0,20.83,20.83,18.83,556.92,8.81,100.0,22.31,22.31,20.31,566.39,0.01,100.0,10.78,11.93,QPSO,16.7,18.35,QPSO
253,53034,15,5,126.2,8.0,uniform,29,43,12.53,12.53,11.03,470.83,14.75,100.0,14.08,14.08,12.08,550.44,12.41,100.0,15.7,15.7,14.2,637.8,0.01,100.0,10.99,8.67,QPSO,20.18,22.32,QPSO
254,80007,9,6,87.1,8.5,incident,34,33,10.85,10.85,9.35,362.34,8.08,100.0,12.13,12.13,10.63,424.37,6.29,100.0,12.58,12.58,11.08,455.62,0.0,100.0,10.57,12.06,QPSO,13.74,15.6,QPSO
255,26272,9,6,79.7,18.0,rush_hour,25,25,10.11,10.11,8.61,360.59,6.19,100.0,10.59,10.59,9.09,389.19,8.34,100.0,10.65,10.65,9.15,391.62,0.01,100.0,4.54,5.29,QPSO,5.02,5.84,QPSO
256,97549,13,4,104.1,8.5,incident,32,38,16.11,16.11,14.61,526.27,11.0,100.0,15.37,15.37,13.87,466.11,7.61,100.0,18.66,18.66,17.16,572.69,0.01,100.0,-4.82,-5.34,Classical PSO,13.66,14.85,QPSO
257,68538,13,4,94.0,8.5,uniform,35,35,12.52,12.52,11.02,434.03,12.12,100.0,12.79,12.79,10.79,413.61,8.25,100.0,15.12,15.12,13.62,543.02,0.01,100.0,2.1,-2.14,QPSO,17.2,19.1,QPSO
258,33512,8,6,93.0,9.0,rush_hour,29,43,13.57,13.57,12.57,346.84,10.04,100.0,14.68,14.68,13.68,341.08,11.05,100.0,16.67,16.67,15.17,413.28,0.0,100.0,7.57,8.13,QPSO,18.58,17.12,QPSO
259,95749,17,6,85.7,18.0,uniform,21,46,15.92,15.92,13.42,488.31,12.47,100.0,16.86,16.86,14.36,547.49,8.56,100.0,20.6,20.6,18.1,718.85,0.01,100.0,5.56,6.52,QPSO,22.69,25.83,QPSO
260,16495,15,6,79.6,18.0,uniform,29,36,20.93,20.93,17.93,695.43,11.14,100.0,19.95,19.95,17.45,649.49,9.1,100.0,23.43,23.43,20.93,845.2,0.01,100.0,-4.94,-2.78,Classical PSO,10.68,14.34,QPSO
261,81560,11,6,127.4,8.5,rush_hour,31,38,13.12,13.12,12.12,338.51,10.55,100.0,11.77,11.77,10.77,325.97,11.49,100.0,14.35,14.35,13.35,389.52,0.01,100.0,-11.42,-12.48,Classical PSO,8.6,9.25,QPSO
262,93004,16,6,115.4,8.5,uniform,22,41,16.12,16.12,14.12,552.3,12.47,100.0,17.41,17.41,15.41,609.89,7.61,100.0,19.07,19.07,17.07,697.81,0.01,100.0,7.41,8.38,QPSO,15.44,17.25,QPSO
263,59556,16,6,74.7,8.0,incident,26,43,18.94,18.94,15.94,621.12,13.18,100.0,18.79,18.79,16.29,661.79,10.74,100.0,20.96,20.96,17.96,693.94,0.01,100.0,-0.83,2.11,Classical PSO,9.64,11.25,QPSO
264,71341,10,6,89.7,8.0,incident,26,47,9.82,9.82,8.32,337.61,11.94,100.0,9.73,9.73,8.23,331.9,12.76,100.0,11.96,11.96,10.46,415.49,0.0,100.0,-0.97,-1.15,Classical PSO,17.87,20.43,QPSO
265,77434,15,5,123.9,8.0,rush_hour,24,41,22.62,22.62,21.12,470.01,12.42,100.0,24.74,24.74,23.24,494.42,10.25,100.0,23.46,23.46,21.96,498.72,0.01,100.0,8.56,9.11,QPSO,3.57,3.81,QPSO
266,55450,15,6,103.5,9.0,incident,20,37,15.02,15.02,13.02,474.13,9.96,100.0,16.58,16.58,14.58,532.52,7.38,100.0,15.46,15.46,13.46,516.66,0.0,100.0,9.4,10.69,QPSO,2.83,3.25,QPSO
267,34352,8,2,104.7,13.0,rush_hour,22,42,7.68,7.68,6.68,302.62,9.34,100.0,8.23,8.23,7.23,325.43,11.21,100.0,8.11,8.11,7.11,311.05,0.0,100.0,6.69,7.62,QPSO,5.25,5.99,QPSO
268,8897,9,5,71.9,8.5,uniform,33,36,10.06,10.06,8.56,317.61,9.28,100.0,10.06,10.06,8.56,317.61,7.16,100.0,12.91,12.91,11.41,409.44,0.0,100.0,0.0,0.0,Tie,22.05,24.95,QPSO
269,51132,15,5,92.5,18.0,rush_hour,23,30,15.68,15.68,13.68,531.34,8.24,100.0,15.29,15.29,13.29,542.73,8.4,100.0,16.7,16.7,14.7,597.8,0.01,100.0,-2.55,-2.93,Classical PSO,6.11,6.94,QPSO
270,71419,14,4,113.7,8.0,uniform,29,39,11.16,11.16,9.66,401.24,10.62,100.0,12.21,12.21,10.21,396.28,10.54,100.0,11.75,11.75,10.25,462.95,0.01,100.0,8.61,5.41,QPSO,5.01,5.75,QPSO
271,89276,16,4,101.9,8.5,rush_hour,31,29,19.11,19.11,17.11,589.95,11.8,100.0,23.0,23.0,21.0,766.24,6.96,100.0,20.72,20.72,18.72,662.23,0.01,100.0,16.9,18.51,QPSO,7.79,8.62,QPSO
272,37129,11,6,71.9,13.0,incident,20,32,11.91,11.91,9.91,329.34,8.17,100.0,11.98,11.98,9.98,334.97,8.89,100.0,14.17,14.17,12.17,380.02,0.01,100.0,0.59,0.71,QPSO,15.93,18.55,QPSO
273,28011,9,6,105.6,17.5,incident,21,32,10.8,10.8,9.8,444.8,9.84,100.0,10.62,10.62,9.62,443.08,7.62,100.0,12.73,12.73,11.73,517.39,0.0,100.0,-1.62,-1.79,Classical PSO,15.18,16.47,QPSO
274,98064,8,4,96.3,8.0,uniform,29,32,8.97,8.97,7.97,329.81,9.26,100.0,8.97,8.97,7.97,329.81,7.21,100.0,11.12,11.12,10.12,411.47,0.0,100.0,0.0,0.0,Tie,19.34,21.25,QPSO
275,96881,17,6,104.6,8.5,rush_hour,24,46,24.19,24.19,22.19,603.83,16.87,100.0,24.23,24.23,22.23,569.83,12.26,100.0,30.13,30.13,28.13,800.2,0.01,100.0,0.16,0.18,QPSO,19.7,21.1,QPSO
276,69321,11,4,88.0,17.5,incident,25,45,13.91,13.91,12.41,451.69,10.48,100.0,15.26,15.26,13.76,505.21,9.79,100.0,17.96,17.96,16.46,663.26,0.01,100.0,8.83,9.8,QPSO,22.55,24.61,QPSO
277,89965,14,6,72.8,18.0,incident,32,50,18.65,18.65,16.15,545.16,13.69,100.0,19.1,19.1,16.6,619.35,11.56,100.0,24.36,24.36,21.86,842.06,0.01,100.0,2.34,2.7,QPSO,23.45,26.13,QPSO
278,69742,13,5,94.5,13.0,uniform,35,32,11.45,11.45,9.45,431.86,10.04,100.0,11.97,11.97,10.47,484.3,6.59,100.0,12.71,12.71,10.71,519.03,0.0,100.0,4.36,9.76,QPSO,9.91,11.77,QPSO
279,30536,12,3,118.3,17.5,rush_hour,33,42,9.5,9.5,8.5,407.62,14.74,100.0,10.54,10.54,9.54,363.73,12.26,100.0,11.06,11.06,10.06,454.47,0.01,100.0,9.87,10.9,QPSO,14.08,15.48,QPSO
