Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
1,84810,11,3,107.1,8.5,uniform,28,74,9.54,9.54,9.54,336.17,32.34,100.0,10.81,10.81,10.81,377.18,32.49,100.0,9.83,9.83,9.83,366.38,0.01,100.0,11.75,11.75,QPSO,2.95,2.95,QPSO
2,12395,19,7,71.6,8.5,uniform,41,78,18.35,18.35,18.35,771.89,36.03,100.0,17.76,17.76,17.76,768.7,41.4,100.0,18.96,18.96,18.96,814.56,0.01,100.0,-3.29,-3.29,Classical PSO,3.22,3.22,QPSO
3,4478,18,5,105.8,8.5,rush_hour,43,57,30.56,30.56,30.56,787.07,18.3,100.0,27.16,27.16,27.16,645.83,23.85,100.0,73.67,73.67,26.04,644.27,0.01,0.0,-12.52,-12.52,Classical PSO,58.51,-17.37,QPSO
4,1851,12,4,87.0,8.5,rush_hour,28,45,17.44,17.44,17.44,403.45,13.57,100.0,19.43,19.43,19.43,468.22,12.57,100.0,18.38,18.38,18.38,419.55,0.01,100.0,10.25,10.25,QPSO,5.12,5.12,QPSO
5,50797,11,5,112.4,9.0,uniform,39,74,7.64,7.64,7.64,306.14,17.28,100.0,9.63,9.63,9.63,386.35,17.59,100.0,9.49,9.49,9.49,348.54,0.01,100.0,20.62,20.62,QPSO,19.51,19.51,QPSO
6,17361,16,5,97.6,17.5,uniform,27,42,13.03,13.03,13.03,564.47,10.15,100.0,16.77,16.77,16.77,655.75,10.69,100.0,17.72,17.72,17.72,726.96,0.01,100.0,22.31,22.31,QPSO,26.46,26.46,QPSO
7,87673,13,3,119.3,8.0,rush_hour,33,69,13.27,13.27,13.27,402.64,23.85,100.0,13.71,13.71,13.71,389.49,16.77,100.0,13.34,13.34,13.34,411.85,0.01,100.0,3.22,3.22,QPSO,0.53,0.53,QPSO
8,84320,15,5,88.5,18.0,rush_hour,45,44,12.31,12.31,12.31,533.07,14.29,100.0,12.82,12.82,12.82,548.39,16.82,100.0,22.55,22.55,17.22,789.31,0.01,0.0,3.98,3.98,QPSO,45.4,28.52,QPSO
9,80840,20,6,96.7,8.5,rush_hour,37,57,30.38,30.38,30.38,741.84,21.15,100.0,38.48,38.48,33.24,769.75,17.59,0.0,59.99,59.99,29.69,707.87,0.01,0.0,21.07,8.61,QPSO,49.37,-2.31,QPSO
10,84886,18,5,104.2,8.5,uniform,35,65,15.06,15.06,15.06,574.83,30.57,100.0,16.28,16.28,16.28,618.1,27.47,100.0,20.11,20.11,15.55,596.33,0.01,0.0,7.49,7.49,QPSO,25.09,3.13,QPSO
11,36093,11,5,115.7,18.0,rush_hour,31,71,10.07,10.07,10.07,415.61,29.12,100.0,11.73,11.73,11.73,526.77,27.49,100.0,14.28,14.28,12.93,532.09,0.01,0.0,14.12,14.12,QPSO,29.47,22.1,QPSO
12,52856,20,7,77.1,8.5,incident,42,74,22.19,22.19,22.19,912.68,40.73,100.0,22.79,22.79,22.79,1001.52,47.05,100.0,54.84,54.84,24.62,1078.78,0.02,0.0,2.65,2.65,QPSO,59.54,9.87,QPSO
13,35438,19,5,114.9,9.0,uniform,29,72,18.2,18.2,18.2,771.37,35.97,100.0,21.03,21.03,21.03,865.45,29.18,100.0,98.41,98.41,20.55,822.79,0.02,0.0,13.46,13.46,QPSO,81.51,11.44,QPSO
14,65686,11,3,113.1,18.0,uniform,38,78,10.77,10.77,10.77,432.81,41.38,100.0,11.35,11.35,11.35,407.85,33.84,100.0,10.83,10.83,10.83,452.18,0.01,100.0,5.12,5.12,QPSO,0.55,0.55,QPSO
15,9326,16,5,99.8,17.5,rush_hour,42,40,13.29,13.29,13.29,581.23,17.65,100.0,16.48,16.48,16.48,743.91,18.77,100.0,14.24,14.24,14.24,635.28,0.01,100.0,19.35,19.35,QPSO,6.69,6.69,QPSO
16,90166,11,4,108.4,8.0,rush_hour,38,50,13.99,13.99,13.99,355.0,20.2,100.0,14.22,14.22,14.22,371.98,22.49,100.0,18.27,18.27,18.27,498.31,0.01,100.0,1.68,1.68,QPSO,23.47,23.47,QPSO
17,60470,10,3,118.6,17.5,uniform,45,59,7.64,7.64,7.64,357.7,28.91,100.0,8.49,8.49,8.49,376.2,23.55,100.0,7.66,7.66,7.66,358.99,0.01,100.0,9.98,9.98,QPSO,0.25,0.25,QPSO
18,84748,18,6,77.6,17.5,incident,25,78,17.86,17.86,17.86,743.78,31.46,100.0,19.41,19.41,19.41,787.19,30.29,100.0,18.16,18.16,18.16,741.16,0.02,100.0,7.99,7.99,QPSO,1.69,1.69,QPSO
19,43487,17,6,75.6,9.0,uniform,26,55,15.92,15.92,15.92,703.35,28.6,100.0,15.94,15.94,15.94,677.56,52.91,100.0,15.94,15.94,15.94,677.56,0.05,100.0,0.09,0.09,QPSO,0.09,0.09,QPSO
20,75364,11,3,106.6,17.5,uniform,29,70,9.72,9.72,9.72,367.04,24.62,100.0,10.96,10.96,10.96,384.75,23.16,100.0,28.37,28.37,11.15,394.29,0.01,0.0,11.29,11.29,QPSO,65.72,12.76,QPSO
21,73063,12,5,96.4,8.5,incident,31,59,9.59,9.59,9.59,421.36,23.24,100.0,9.8,9.8,9.8,379.36,19.0,100.0,10.66,10.66,10.66,462.03,0.06,100.0,2.08,2.08,QPSO,10.02,10.02,QPSO
22,53296,20,6,91.9,8.0,uniform,32,44,18.09,18.09,18.09,724.83,17.49,100.0,18.29,18.29,18.29,785.66,17.59,100.0,18.14,18.14,18.14,735.51,0.01,100.0,1.09,1.09,QPSO,0.29,0.29,QPSO
23,45313,10,3,99.4,8.0,incident,45,43,9.26,9.26,9.26,370.12,15.33,100.0,10.69,10.69,10.69,468.92,13.65,100.0,10.12,10.12,10.12,373.66,0.01,100.0,13.36,13.36,QPSO,8.5,8.5,QPSO
24,31007,11,3,113.0,17.5,uniform,33,71,7.57,7.57,7.57,300.64,19.89,100.0,7.21,7.21,7.21,292.02,18.73,100.0,10.11,10.11,10.11,415.47,0.01,100.0,-4.86,-4.86,Classical PSO,25.18,25.18,QPSO
25,29080,18,5,106.2,8.5,rush_hour,38,52,24.67,24.67,24.67,591.73,25.06,100.0,30.41,30.41,30.41,680.43,19.39,100.0,24.67,24.67,24.67,591.73,0.02,100.0,18.88,18.88,QPSO,0.0,0.0,Tie
26,13363,11,5,87.7,13.0,incident,26,46,11.5,11.5,11.5,487.02,15.33,100.0,12.56,12.56,12.56,534.23,12.47,100.0,12.04,12.04,12.04,501.75,0.01,100.0,8.42,8.42,QPSO,4.48,4.48,QPSO
27,8944,16,4,110.0,8.5,uniform,31,74,11.51,11.51,11.51,492.83,26.0,100.0,14.73,14.73,14.73,621.96,23.23,100.0,12.75,12.75,12.75,547.67,0.01,100.0,21.87,21.87,QPSO,9.7,9.7,QPSO
28,59800,12,5,79.2,8.5,uniform,39,75,9.45,9.45,9.45,390.62,37.12,100.0,10.08,10.08,10.08,418.94,22.47,100.0,15.83,15.83,15.83,580.2,0.01,100.0,6.28,6.28,QPSO,40.31,40.31,QPSO
29,13833,10,3,118.4,8.5,rush_hour,40,70,14.01,14.01,14.01,359.58,23.75,100.0,15.89,15.89,15.89,474.54,24.9,100.0,45.42,45.42,15.01,513.55,0.0,0.0,11.83,11.83,QPSO,69.16,6.67,QPSO
30,29016,16,6,78.2,13.0,rush_hour,39,58,14.63,14.63,14.63,739.09,53.54,100.0,14.63,14.63,14.63,707.72,28.42,100.0,16.31,16.31,16.31,825.51,0.01,100.0,0.03,0.03,QPSO,10.32,10.32,QPSO
31,56444,18,6,77.7,8.5,uniform,43,74,21.24,21.24,21.24,786.12,173.62,100.0,20.27,20.27,20.27,763.99,62.98,100.0,23.52,23.52,23.52,867.89,0.04,100.0,-4.76,-4.76,Classical PSO,9.71,9.71,QPSO
32,8989,15,6,72.5,17.5,incident,30,43,14.62,14.62,14.62,645.32,22.48,100.0,14.47,14.47,14.47,578.4,47.01,100.0,15.9,15.9,15.9,662.89,0.01,100.0,-1.03,-1.03,Classical PSO,8.05,8.05,QPSO
33,67562,11,4,73.4,18.0,uniform,37,47,9.76,9.76,9.76,405.68,16.09,100.0,9.64,9.64,9.64,415.64,22.62,100.0,9.95,9.95,9.95,418.7,0.01,100.0,-1.21,-1.21,Classical PSO,1.93,1.93,QPSO
34,75668,13,5,101.0,18.0,incident,43,73,11.32,11.32,11.32,393.2,24.77,100.0,11.78,11.78,11.78,438.65,29.86,100.0,13.76,13.76,13.76,459.06,0.01,100.0,3.84,3.84,QPSO,17.69,17.69,QPSO
35,42467,14,5,103.5,8.5,rush_hour,37,48,20.28,20.28,20.28,582.97,18.72,100.0,20.49,20.49,20.49,628.19,21.43,100.0,20.52,20.52,20.52,594.98,0.01,100.0,1.06,1.06,QPSO,1.2,1.2,QPSO
36,89039,20,6,92.9,8.0,rush_hour,44,76,32.34,32.34,32.34,932.1,33.44,100.0,31.97,31.97,31.97,968.04,30.6,100.0,159.02,159.02,31.35,919.94,0.01,0.0,-1.18,-1.18,Classical PSO,79.66,-3.16,QPSO
37,14104,11,3,95.3,9.0,uniform,32,63,12.1,12.1,12.1,461.68,21.11,100.0,11.99,11.99,11.99,460.56,18.74,100.0,71.56,71.56,16.16,695.3,0.01,0.0,-0.9,-0.9,Classical PSO,83.09,25.12,QPSO
38,38353,12,5,111.7,9.0,incident,45,73,11.33,11.33,11.33,443.34,27.48,100.0,11.83,11.83,11.83,450.87,26.53,100.0,12.12,12.12,12.12,458.32,0.01,100.0,4.22,4.22,QPSO,6.54,6.54,QPSO
39,2025,20,5,116.6,8.5,rush_hour,28,46,71.38,71.38,34.05,877.29,21.67,0.0,49.81,49.81,34.29,1047.06,20.28,0.0,87.8,87.8,28.56,757.26,0.02,0.0,-43.3,0.69,Classical PSO,18.71,-19.25,QPSO
40,98310,18,6,83.6,18.0,rush_hour,31,80,11.93,11.93,11.93,563.45,32.11,100.0,12.94,12.94,12.94,592.36,29.5,100.0,13.19,13.19,13.19,584.8,0.01,100.0,7.77,7.77,QPSO,9.5,9.5,QPSO
41,35600,18,6,82.6,8.0,incident,38,57,14.31,14.31,14.31,666.49,49.41,100.0,17.75,17.75,17.75,813.06,23.56,100.0,18.62,18.62,18.62,831.55,0.01,100.0,19.41,19.41,QPSO,23.16,23.16,QPSO
42,6778,10,5,108.6,9.0,uniform,39,75,9.71,9.71,9.71,406.5,120.15,100.0,9.6,9.6,9.6,401.35,80.44,100.0,11.4,11.4,11.4,460.43,0.03,100.0,-1.06,-1.06,Classical PSO,14.85,14.85,QPSO
43,93493,16,6,75.6,17.5,uniform,36,77,15.67,15.67,15.67,581.07,61.48,100.0,16.36,16.36,16.36,602.46,39.46,100.0,16.61,16.61,16.61,630.89,0.01,100.0,4.21,4.21,QPSO,5.65,5.65,QPSO
44,73420,12,5,76.4,9.0,uniform,36,53,11.11,11.11,11.11,504.25,50.94,100.0,11.64,11.64,11.64,553.51,56.97,100.0,13.49,13.49,13.49,629.26,0.01,100.0,4.61,4.61,QPSO,17.68,17.68,QPSO
45,90399,13,5,87.7,17.5,incident,29,55,13.59,13.59,13.59,524.63,106.72,100.0,14.38,14.38,14.38,523.43,41.42,100.0,34.59,34.59,15.57,599.03,0.01,0.0,5.54,5.54,QPSO,60.73,12.73,QPSO
46,22299,12,5,71.2,13.0,incident,32,57,11.0,11.0,11.0,460.35,94.23,100.0,10.84,10.84,10.84,452.82,100.58,100.0,12.27,12.27,12.27,528.94,0.0,100.0,-1.47,-1.47,Classical PSO,10.37,10.37,QPSO
47,21866,11,4,113.6,8.5,uniform,39,62,7.72,7.72,7.72,321.77,54.73,100.0,7.72,7.72,7.72,321.77,97.09,100.0,9.3,9.3,9.3,384.55,0.07,100.0,0.0,0.0,Tie,16.97,16.97,QPSO
48,41001,13,5,71.2,13.0,rush_hour,33,44,16.13,16.13,17.48,690.68,58.14,100.0,15.06,15.06,15.06,597.44,59.98,100.0,16.93,16.93,16.93,680.62,0.01,100.0,-7.1,-16.1,Classical PSO,4.75,-3.25,QPSO
49,37585,15,5,104.0,8.0,uniform,33,51,13.99,13.99,13.99,561.45,69.04,100.0,13.93,13.93,13.93,600.5,55.96,100.0,16.0,16.0,16.0,662.11,0.02,100.0,-0.37,-0.37,Classical PSO,12.61,12.61,QPSO
50,77099,14,5,75.4,9.0,incident,35,67,12.59,12.59,12.59,600.99,34.71,100.0,12.35,12.35,12.35,567.16,97.96,100.0,13.54,13.54,13.54,625.66,0.01,100.0,-1.92,-1.92,Classical PSO,7.02,7.02,QPSO
51,80457,18,6,89.3,9.0,uniform,38,40,20.57,20.57,20.57,900.94,14.2,100.0,19.66,19.66,19.66,762.79,17.55,100.0,20.57,20.57,20.57,900.94,0.01,100.0,-4.64,-4.64,Classical PSO,0.0,0.0,Tie
52,69146,18,6,88.2,18.0,rush_hour,44,60,15.74,15.74,17.86,695.45,23.28,100.0,16.42,16.42,16.42,721.29,21.9,100.0,17.59,17.59,17.59,711.85,0.01,100.0,4.15,-8.71,QPSO,10.49,-1.52,QPSO
53,87951,11,5,95.4,13.0,rush_hour,37,58,12.27,12.27,12.27,578.16,23.31,100.0,11.99,11.99,11.99,541.16,22.04,100.0,17.14,17.14,17.14,822.09,0.01,100.0,-2.31,-2.31,Classical PSO,28.42,28.42,QPSO
54,73667,12,5,91.0,18.0,incident,30,79,12.48,12.48,12.48,469.27,32.35,100.0,12.39,12.39,12.39,452.18,33.24,100.0,13.37,13.37,13.37,470.63,0.01,100.0,-0.72,-0.72,Classical PSO,6.7,6.7,QPSO
55,75593,14,4,97.4,9.0,rush_hour,31,67,20.14,20.14,20.14,531.29,22.07,100.0,19.6,19.6,19.6,519.76,22.23,100.0,89.14,89.14,20.49,557.53,0.01,0.0,-2.73,-2.73,Classical PSO,77.41,1.73,QPSO
56,77019,19,6,93.2,18.0,uniform,41,70,16.34,16.34,16.34,684.36,31.83,100.0,18.78,18.78,18.78,842.93,28.06,100.0,19.44,19.44,19.44,829.7,0.09,100.0,12.97,12.97,QPSO,15.95,15.95,QPSO
57,97463,12,5,84.2,8.0,uniform,34,54,9.93,9.93,9.93,388.88,18.5,100.0,10.48,10.48,10.48,404.57,18.16,100.0,11.62,11.62,11.62,479.02,0.09,100.0,5.2,5.2,QPSO,14.49,14.49,QPSO
58,27100,12,5,72.3,17.5,uniform,39,66,12.96,12.96,12.96,534.1,26.12,100.0,13.37,13.37,13.37,567.23,24.83,100.0,12.96,12.96,12.96,534.1,0.02,100.0,3.1,3.1,QPSO,0.0,0.0,Tie
59,83544,19,5,105.9,13.0,rush_hour,32,49,14.26,14.26,14.26,646.02,20.16,100.0,14.87,14.87,14.87,639.61,21.03,100.0,18.75,18.75,18.75,781.86,0.01,100.0,4.11,4.11,QPSO,23.96,23.96,QPSO
60,86990,10,3,108.9,8.5,incident,41,69,9.26,9.26,9.26,360.62,30.37,100.0,11.95,11.95,11.95,452.53,49.3,100.0,47.09,47.09,12.62,465.27,0.01,0.0,22.52,22.52,QPSO,80.34,26.66,QPSO
61,7582,18,4,115.9,13.0,uniform,39,73,14.46,14.46,14.46,583.46,84.88,100.0,16.36,16.36,16.36,661.35,100.43,100.0,15.73,15.73,15.73,649.91,0.01,100.0,11.57,11.57,QPSO,8.05,8.05,QPSO
62,74259,19,5,117.5,17.5,incident,41,67,26.24,26.24,26.24,1062.69,76.79,100.0,16.57,16.57,16.57,628.55,127.47,100.0,273.35,273.35,19.91,756.78,0.01,0.0,-58.4,-58.4,Classical PSO,90.4,-31.81,QPSO
63,72810,17,5,107.2,13.0,rush_hour,32,80,12.97,12.97,12.97,599.65,27.66,100.0,12.82,12.82,12.82,567.52,112.26,100.0,13.92,13.92,13.92,575.16,0.01,100.0,-1.17,-1.17,Classical PSO,6.83,6.83,QPSO
64,37347,18,5,101.3,13.0,uniform,34,55,15.62,15.62,15.62,616.68,27.86,100.0,14.65,14.65,14.65,589.81,23.1,100.0,16.16,16.16,16.16,639.06,0.01,100.0,-6.66,-6.66,Classical PSO,3.3,3.3,QPSO
65,36614,15,4,114.7,8.5,uniform,32,64,11.13,11.13,11.13,417.51,23.48,100.0,11.99,11.99,11.99,453.57,33.4,100.0,12.63,12.63,12.63,512.22,0.04,100.0,7.14,7.14,QPSO,11.88,11.88,QPSO
66,91957,12,5,73.2,9.0,incident,39,66,15.12,15.12,15.12,486.99,83.57,100.0,16.46,16.46,16.46,556.55,32.71,100.0,15.9,15.9,15.9,494.81,0.01,100.0,8.18,8.18,QPSO,4.94,4.94,QPSO
67,9161,13,4,89.5,17.5,rush_hour,40,40,11.42,11.42,11.42,464.15,14.61,100.0,10.58,10.58,10.58,438.49,61.17,100.0,12.41,12.41,12.41,556.82,0.01,100.0,-7.94,-7.94,Classical PSO,7.94,7.94,QPSO
68,47105,14,5,112.7,17.5,incident,42,78,13.41,13.41,13.41,509.97,34.88,100.0,13.58,13.58,13.58,491.24,26.44,100.0,16.4,16.4,16.4,658.88,0.01,100.0,1.3,1.3,QPSO,18.23,18.23,QPSO
69,29906,17,6,83.6,8.0,rush_hour,35,65,24.34,24.34,24.34,744.72,37.61,100.0,24.24,24.24,24.24,742.56,47.63,100.0,24.58,24.58,24.58,764.45,0.02,100.0,-0.41,-0.41,Classical PSO,1.0,1.0,QPSO
70,95919,12,5,116.0,17.5,uniform,37,77,10.65,10.65,10.65,433.97,160.51,100.0,10.46,10.46,10.46,442.71,88.26,100.0,11.26,11.26,11.26,470.2,0.01,100.0,-1.81,-1.81,Classical PSO,5.44,5.44,QPSO
71,74975,20,7,74.2,8.5,rush_hour,30,43,28.59,28.59,28.59,743.5,58.68,100.0,33.66,33.66,33.66,888.22,39.42,100.0,28.59,28.59,28.59,743.5,0.01,100.0,15.07,15.07,QPSO,0.0,0.0,Tie
72,35099,16,5,80.6,9.0,rush_hour,33,66,26.88,26.88,26.88,616.84,37.11,100.0,30.05,30.05,30.05,689.46,95.44,100.0,27.82,27.82,27.82,644.87,0.01,100.0,10.56,10.56,QPSO,3.4,3.4,QPSO
73,34065,11,4,71.0,9.0,uniform,45,44,12.94,12.94,12.94,458.28,17.43,100.0,12.58,12.58,12.58,453.87,42.73,100.0,13.87,13.87,13.87,508.6,0.0,100.0,-2.84,-2.84,Classical PSO,6.67,6.67,QPSO
74,86426,10,3,117.5,8.0,incident,29,55,8.86,8.86,8.86,336.96,19.14,100.0,8.93,8.93,8.93,333.13,16.52,100.0,10.22,10.22,10.22,396.67,0.01,100.0,0.72,0.72,QPSO,13.28,13.28,QPSO
75,17544,17,5,98.2,13.0,incident,33,63,14.21,14.21,14.21,574.52,32.31,100.0,16.86,16.86,16.86,704.97,20.9,100.0,15.38,15.38,15.38,661.09,0.02,100.0,15.71,15.71,QPSO,7.64,7.64,QPSO
76,22992,19,5,108.9,9.0,uniform,43,41,17.6,17.6,17.6,721.72,59.24,100.0,19.68,19.68,19.68,743.57,17.52,100.0,21.03,21.03,21.03,893.97,0.02,100.0,10.59,10.59,QPSO,16.33,16.33,QPSO
77,41888,19,6,89.8,8.0,incident,45,55,16.07,16.07,16.07,712.25,29.15,100.0,19.2,19.2,19.2,850.76,62.35,100.0,20.14,20.14,20.14,824.42,0.01,100.0,16.3,16.3,QPSO,20.23,20.23,QPSO
78,14356,14,4,109.8,9.0,incident,38,63,11.87,11.87,11.87,459.76,26.83,100.0,11.13,11.13,11.13,467.15,35.6,100.0,13.14,13.14,13.14,523.05,0.01,100.0,-6.65,-6.65,Classical PSO,9.61,9.61,QPSO
79,10038,18,7,70.6,13.0,uniform,38,63,17.84,17.84,17.84,800.1,85.59,100.0,18.67,18.67,18.67,877.56,82.43,100.0,17.84,17.84,17.84,803.47,0.01,100.0,4.44,4.44,QPSO,0.03,0.03,QPSO
80,84307,17,5,91.8,17.5,incident,40,69,12.13,12.13,12.13,427.37,29.5,100.0,13.2,13.2,13.2,506.84,50.92,100.0,13.5,13.5,13.5,534.87,0.01,100.0,8.1,8.1,QPSO,10.12,10.12,QPSO
81,58091,19,6,86.1,8.0,rush_hour,39,55,32.14,32.14,32.14,878.31,20.73,100.0,31.87,31.87,31.87,847.07,24.56,100.0,59.64,59.64,28.38,713.57,0.01,0.0,-0.84,-0.84,Classical PSO,46.11,-13.23,QPSO
82,99366,17,5,86.8,9.0,uniform,40,53,17.81,17.81,20.04,852.57,107.13,100.0,19.57,19.57,19.57,814.29,56.46,100.0,22.8,22.8,22.8,884.29,0.02,100.0,9.02,-2.39,QPSO,21.91,12.12,QPSO
83,47507,14,5,84.0,17.5,uniform,41,52,13.22,13.22,13.22,517.82,55.37,100.0,15.03,15.03,15.03,618.6,117.35,100.0,13.38,13.38,13.38,520.04,0.01,100.0,12.05,12.05,QPSO,1.18,1.18,QPSO
84,12221,13,4,94.4,18.0,rush_hour,45,71,11.79,11.79,11.79,481.81,57.61,100.0,14.4,14.4,14.4,694.04,138.63,100.0,13.18,13.18,13.18,603.1,0.01,100.0,18.13,18.13,QPSO,10.52,10.52,QPSO
85,59743,10,4,84.7,18.0,uniform,34,77,9.72,9.72,9.72,333.37,76.48,100.0,9.95,9.95,9.95,335.97,101.49,100.0,10.89,10.89,10.89,384.84,0.01,100.0,2.35,2.35,QPSO,10.8,10.8,QPSO
86,49368,17,5,91.3,9.0,incident,39,57,17.32,17.32,17.32,747.97,49.29,100.0,15.59,15.59,15.59,621.0,77.91,100.0,46.68,46.68,15.22,736.95,0.01,0.0,-11.04,-11.04,Classical PSO,62.91,-13.79,QPSO
87,41189,14,5,76.0,9.0,uniform,42,51,15.87,15.87,15.87,577.16,101.06,100.0,15.1,15.1,15.1,559.69,90.79,100.0,16.59,16.59,16.59,650.65,0.01,100.0,-5.07,-5.07,Classical PSO,4.36,4.36,QPSO
88,26105,13,5,83.8,8.0,uniform,34,54,11.03,11.03,11.03,438.84,20.16,100.0,15.1,15.1,15.1,626.39,14.58,100.0,14.13,14.13,14.13,576.67,0.01,100.0,26.98,26.98,QPSO,21.97,21.97,QPSO
89,48301,12,5,70.7,9.0,uniform,26,75,12.86,12.86,12.86,543.59,24.27,100.0,12.86,12.86,12.86,543.59,26.18,100.0,14.35,14.35,14.35,620.21,0.01,100.0,0.0,0.0,Tie,10.34,10.34,QPSO
90,39290,12,4,75.1,17.5,rush_hour,40,70,10.35,10.35,10.35,412.28,29.15,100.0,10.48,10.48,10.48,419.93,23.63,100.0,13.09,13.09,13.09,504.51,0.0,100.0,1.22,1.22,QPSO,20.92,20.92,QPSO
91,58733,15,5,118.3,13.0,uniform,27,65,13.26,13.26,13.26,562.87,25.2,100.0,17.87,17.87,17.87,776.55,24.65,100.0,13.62,13.62,13.62,573.36,0.01,100.0,25.81,25.81,QPSO,2.68,2.68,QPSO
92,65454,11,5,77.6,8.0,uniform,28,75,11.92,11.92,11.92,450.59,25.74,100.0,12.69,12.69,12.69,524.28,24.82,100.0,26.74,26.74,15.32,614.65,0.01,0.0,6.02,6.02,QPSO,55.4,22.18,QPSO
93,55548,19,5,108.8,13.0,rush_hour,34,77,16.08,16.08,16.08,701.78,37.39,100.0,15.64,15.64,15.64,671.16,29.67,100.0,17.05,17.05,17.05,694.26,0.01,100.0,-2.83,-2.83,Classical PSO,5.65,5.65,QPSO
94,57207,14,4,100.5,8.5,incident,31,56,14.26,14.26,14.26,614.69,24.8,100.0,15.1,15.1,15.1,738.17,21.68,100.0,179.18,179.18,13.97,692.51,0.01,0.0,5.61,5.61,QPSO,92.04,-2.05,QPSO
95,87563,11,4,82.0,8.5,uniform,38,68,10.1,10.1,10.1,390.95,28.77,100.0,11.9,11.9,11.9,512.37,24.2,100.0,14.0,14.0,14.0,548.06,0.0,100.0,15.09,15.09,QPSO,27.85,27.85,QPSO
96,91357,19,6,84.6,9.0,incident,34,69,20.46,20.46,20.46,833.29,69.89,100.0,21.14,21.14,20.8,915.41,58.27,0.0,23.61,23.61,23.61,1005.23,0.01,100.0,3.2,1.64,QPSO,13.33,13.33,QPSO
97,10329,20,5,116.2,13.0,uniform,42,54,16.94,16.94,16.94,644.83,128.22,100.0,20.58,20.58,20.58,818.26,95.39,100.0,19.2,19.2,19.2,740.84,0.01,100.0,17.71,17.71,QPSO,11.78,11.78,QPSO
98,85886,12,3,111.3,8.0,uniform,34,78,10.01,10.01,10.01,382.01,89.98,100.0,11.54,11.54,11.54,498.55,107.58,100.0,76.76,76.76,11.62,495.65,0.01,0.0,13.22,13.22,QPSO,86.96,13.79,QPSO
99,99167,19,6,92.0,18.0,rush_hour,37,57,16.73,16.73,16.73,689.73,43.47,100.0,17.78,17.78,17.78,769.19,79.9,100.0,16.73,16.73,16.73,689.73,0.01,100.0,5.91,5.91,QPSO,0.0,0.0,Tie
100,66597,18,5,91.9,13.0,incident,35,78,15.75,15.75,15.75,652.67,116.68,100.0,17.32,17.32,17.32,723.66,97.47,100.0,16.94,16.94,16.94,720.74,0.01,100.0,9.08,9.08,QPSO,7.06,7.06,QPSO
101,33816,10,4,81.4,18.0,rush_hour,43,42,11.06,11.06,11.06,453.67,83.29,100.0,11.37,11.37,11.37,497.14,67.52,100.0,14.17,14.17,14.17,603.21,0.01,100.0,2.69,2.69,QPSO,21.94,21.94,QPSO
102,23962,17,4,115.8,17.5,rush_hour,45,71,13.09,13.09,13.09,616.51,103.61,100.0,15.33,15.33,15.33,703.34,96.0,100.0,45.12,45.12,17.31,760.14,0.01,0.0,14.6,14.6,QPSO,70.99,24.38,QPSO
103,12959,17,5,90.4,18.0,uniform,30,61,16.42,16.42,16.42,701.56,115.96,100.0,17.22,17.22,17.22,753.48,88.31,100.0,16.59,16.59,16.59,713.88,0.01,100.0,4.69,4.69,QPSO,1.03,1.03,QPSO
104,54955,17,5,103.1,17.5,uniform,39,45,16.19,16.19,16.19,738.25,75.34,100.0,16.23,16.23,16.23,732.78,71.85,100.0,16.71,16.71,16.71,769.8,0.02,100.0,0.25,0.25,QPSO,3.13,3.13,QPSO
105,42224,14,5,75.8,17.5,uniform,42,69,16.7,16.7,16.7,663.92,78.06,100.0,17.99,17.99,17.99,674.78,106.83,100.0,18.33,18.33,18.33,660.44,0.01,100.0,7.13,7.13,QPSO,8.87,8.87,QPSO
106,55165,10,5,95.9,13.0,incident,39,43,11.24,11.24,11.24,454.84,13.96,100.0,12.2,12.2,12.2,494.97,21.45,100.0,13.56,13.56,13.56,491.59,0.0,100.0,7.94,7.94,QPSO,17.15,17.15,QPSO
107,27680,14,5,116.4,18.0,rush_hour,28,41,10.76,10.76,10.76,432.44,40.34,100.0,10.34,10.34,10.34,417.98,49.29,100.0,12.24,12.24,12.24,490.18,0.01,100.0,-4.04,-4.04,Classical PSO,12.13,12.13,QPSO
108,83578,19,5,105.5,17.5,uniform,42,66,22.35,22.35,22.35,916.67,53.41,100.0,18.63,18.63,18.63,841.0,79.08,100.0,32.27,32.27,18.7,778.28,0.01,0.0,-19.95,-19.95,Classical PSO,30.74,-19.53,QPSO
109,13217,13,4,93.1,18.0,uniform,40,58,10.69,10.69,10.69,453.04,85.16,100.0,10.04,10.04,10.04,394.78,72.44,100.0,12.71,12.71,12.71,491.71,0.01,100.0,-6.41,-6.41,Classical PSO,15.89,15.89,QPSO
